smiles,TC,SA,SC,atom_count
*C(C*)OC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.117620774,4.241333693,2.336462478,35
*C(C*)OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,0.117573176,4.40065683,2.336462478,23
*C(C*)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0.118403797,4.33189942,2.336462478,29
*C(C*)OC(=O)C(C(F)(F)F)(F)F,0.134381971,4.879042933,2.291239773,14
*C(C*)OC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,0.117895156,4.47567752,2.332636574,20
*C(C*)OC(=O)c1ccncc1,0.194295907,4.109865898,2.258440705,13
*C(C*)OC(=O)c1ccc(cc1)C(C)C,0.241150434,3.631763174,2.390457697,16
*C(C*)OC(=O)C(C(C)C)(C(C)C)C,0.212645982,4.947709786,2.340061748,15
*C(C*)OC(=O)c1c(cccc1)OC,0.216310624,3.656351762,2.369076168,15
*C(C*)OC(=O)c1cc(ccc1)OC,0.21828481,3.649864332,2.206905911,15
*C(C*)OC(=O)c1ccc(cc1)OC,0.222833617,3.560928122,2.225720157,15
*C(C*)OC(=O)c1c(cccc1)C,0.223566569,3.798566248,2.237447447,14
*C(C*)OC(=O)c1cc(ccc1)C,0.210139794,3.793443171,2.155090052,14
*C(C*)OC(=O)c1ccc(cc1)C,0.205615125,3.69307313,2.17194137,14
*C(C*)OC(=O)CC(c1ccccc1)(C)C,0.205542847,3.931917144,2.642100113,17
*C(C*)OC(=O)C(CCC)(C)C,0.219638957,4.748450513,2.86439284,13
*C(C*)OC(=O)C(C(CC)(C)C)(C)C,0.20834975,4.934350119,2.797336726,15
*C(C*)OC(=O)C(C(C(C)C)C)(C)C,0.21225308,5.131941343,2.660376799,15
*C(C*)OC(=O)C(CC(C)(C)C)(C)C,0.214976534,4.609496897,2.354629982,15
*C(C*)OC(=O)c1cnccc1,0.195169036,4.098504359,2.258963286,13
*C(C*)OC(=O)c1cc(ccc1)[N+](=O)[O-],0.196771713,3.78801219,2.241143895,16
*C(C*)OC(=O)CCCCCCC,0.270802383,3.959061389,2.545197208,14
*C(C*)OC(C(F)(F)F)(C(F)(F)F)F,0.105366502,4.963874651,2.240680462,15
*C(C*)OC(=O)CCl,0.218868603,5.576874222,1.93936562,9
*C(C*)C1=CC=CS1,0.196546556,4.94299754,2.160740777,9
*C(C*)OCCCl,0.187521218,6.005327885,2.225075117,8
*C(C*)OCCOC,0.251788875,5.180525309,2.281234034,9
*C(C*)OCC(F)(F)F,0.150868966,5.348537976,2.348216352,10
*C(C*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,0.268835353,3.623210494,2.907005616,25
*C(C*)OC(=O)C1CCCC1,0.23014149,4.318345332,1.998059804,12
*C(C*)OC(=O)C1(CCCCC1)C,0.199836391,4.511133049,2.300227425,14
*C(C*)P(=O)(c1ccccc1)c1ccccc1,0.152952702,3.766293158,2.094909895,18
*C(C*)P(=O)(OCC)N(C)C,0.207524248,5.730037145,2.087773512,12
*C(C*)P(=O)(N(C)C)Oc1ccccc1,0.193867563,4.569586492,2.213018943,16
*C(C*)c1nc(nc(n1)C)C,0.263398106,5.033529728,2.501540349,12
*C(C*)OC(=O)CCCCCCCCC,0.286467814,3.744948749,2.545197208,16
*C(C*)OC(=O)CCCCC,0.259631398,4.274903286,2.417383257,12
*C1c2c(CC1*)cccc2,0.161666133,4.635708178,2.468062865,11
*C1C(=O)OC(=O)C1C(C*)OC,0.21637842,5.687979376,2.25919824,13
*C(C(C(C*)OC)C(=O)O)C(=O)O,0.302701509,5.317389585,2.462643902,14
*C(=CCCC*)c1ccc(cc1)OC,0.225130935,3.58706169,2.47027152,15
*C(=CCCC*)c1ccccc1,0.210673224,3.801965738,2.370371669,13
*C(=CCCC*)c1ccc(cc1)Cl,0.170800563,3.774280586,2.575535507,14
*C(C*)CNc1ccc(cc1)[N+](=O)[O-],0.252535899,3.883303732,2.225171942,15
*C(C*)CNc1ncc(cc1)[N+](=O)[O-],0.238277713,4.233388535,2.436172781,15
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])C,0.245603324,3.950337414,2.573091304,16
*C(C*)CNc1cc(c(cc1)[N+](=O)[O-])C(F)(F)F,0.206534587,3.997361553,2.891434179,19
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],0.236441097,3.930110805,2.465355325,18
*C1C(CC(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,0.268797476,4.004602305,4.135361336,36
*C1C(CC(C1)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)CC*,0.2621942,4.060285617,4.325466094,37
*C(C*)N1CNCC1,0.239553034,5.628498463,2.987719511,9
*C(C*)OCCCCCCCCCCCCCCCCCC,0.364697261,3.365436379,2.650368317,23
*C(C*)OC(=O)c1ccc(cc1)C#N,0.188964216,3.838742756,2.372263796,15
*C(C*)OCC(CC(C)C)(C)C,0.254371124,5.003400164,2.613332939,13
*C(C(*)(F)F)(OC(C(F)F)F)F,0.143872872,5.690925259,2.5754827,13
*C(C*)C(=O)c1ccc(cc1)Br,0.12605159,3.94936392,1.95125496,13
*C(C*)OC(=O)CC1CCCC1,0.236625928,4.284604359,2.464452774,13
*C(C*)N1C(=O)CCC1,0.236040386,4.96253654,2.500617729,10
*C(C*)C(=O)O,0.351557632,6.012654259,1.712525158,7
*C(C*)C(=O)OC,0.249473618,5.463576017,1.858321851,8
*C(C*)C(=O)OCC,0.261966182,5.019819372,1.731992229,9
*C(C*)C(=O)OCCC,0.245170112,4.830725692,2.153847262,10
*C(C*)C(=O)OC(C)C,0.251403563,4.986610591,2.21771037,10
*C(C*)C(=O)OCCCC,0.255094023,4.513030728,2.461062195,11
*C(C*)C(=O)OCC(C)C,0.241958713,4.736644067,1.901331169,11
*C(C*)C(=O)OC(C)(C)C,0.228960032,4.714590587,2.045417639,11
*C(C*)C(=O)OCCCCCC,0.259092425,4.1081437,2.700456845,13
*C(C*)C(=O)OCCCCCCC,0.258296751,3.965601875,2.700456845,14
*C(C*)C(=O)OCCCCCCCC,0.283339543,3.848104107,2.700456845,15
*C(C*)C(=O)OCCCCCCCCCCCC,0.309141226,3.544598749,2.700456845,19
*C(C*)C(=O)OCCCCCCCCCCCCCC,0.313712263,3.457792845,2.700456845,21
*C(C*)C(=O)OCCCCCCCCCCCCCCCC,0.333661973,3.398669353,2.700456845,23
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCC,0.332315444,3.360434914,2.700456845,25
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,0.358016945,3.279730322,2.700456845,29
*C(C*)C(=O)OCC=C,0.263380595,5.172193148,2.030259418,10
*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,0.208176754,5.731196017,2.758872268,17
*C(C*)C(=O)OCC(F)(F)F,0.164710423,4.840087709,2.259168589,12
*C(C*)C(=O)OCC(C(F)(F)F)(F)F,0.143562058,4.725325587,2.362482237,15
*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,0.132233355,4.766390008,2.319177607,16
*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,0.115357789,4.768050328,2.296777126,17
*C(C*)C(=O)OC(C(Cl)(F)F)(C(F)(F)F)F,0.108082679,5.192919276,2.398826118,17
*C(C*)C(=O)OC(C(Cl)(F)F)(C(Cl)(F)F)F,0.102567279,5.100651829,2.437617948,17
*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,0.149880398,5.064550957,2.676788954,17
*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,0.134586462,4.543768147,2.260619059,18
*C(C*)(C(=O)OC)C,0.214253377,5.222390519,1.954460208,9
*C(C*)(C(=O)OCC)C,0.214601581,4.835133668,1.654836585,10
*CC(*)(C)C(=O)OCCC,0.217185653,4.682604506,2.256957029,11
*CC(*)(C)C(=O)OC(C)C,0.212297791,4.843529048,2.102664995,11
*C(C*)(C(=O)OCCCC)C,0.223797866,4.404151828,2.223153367,12
*CC(*)(C)C(=O)OC(C)CC,0.219748019,4.978370991,2.500648397,12
*CC(*)(C)C(=O)OCC(C)C,0.211663838,4.604421555,2.351313477,12
*CC(*)(C)C(=O)OC(C)(C)C,0.199032877,4.605592112,1.982669098,12
*CC(*)(C)C(=O)OCCCCCC,0.247136147,4.046460164,2.451969631,14
*CC(*)(C)C(=O)OCCCCCCCC,0.263447418,3.813968899,2.451969631,16
*CC(*)(C)C(=O)OCCCCCCCCCCCC,0.297503097,3.540160405,2.451969631,20
*CC(*)(C)C(=O)OC1CCCCC1,0.188801438,4.145139122,2.374137607,14
*CC(*)(C)C(=O)Oc1ccccc1,0.192736665,3.772101875,2.067404849,14
*CC(*)(C)C(=O)OCc1ccccc1,0.196260903,3.617015177,2.038416872,15
*CC(*)(C)C(=O)OCCBr,0.156664784,5.110529781,2.211202496,11
*CC(*)(C)C(=O)OCc1ccccc1Cl,0.165076796,3.742210401,2.313063453,16
*CC(*)(C)C(=O)OCCO,0.250973925,4.846542968,2.123711376,11
*CC(*)(C)C(=O)OCCN(C)C,0.241329136,4.48245331,2.508906369,13
*CC(*)C(N)=O,0.444629702,6.127520323,1.988213159,7
*CC(*)C(=O)NC(C)C,0.262015599,4.878294899,2.363715317,10
*CC(*)C(=O)OC(CC)CC,0.245278243,4.81019699,2.38418602,12
*CC(*)C(=O)OC1CCCCC1,0.215312167,4.215646667,2.202371784,13
*CC(*)C(=O)OCC(C)(C)C,0.235321696,4.792507709,2.194629621,12
*CC(*)C(=O)OCCC#N,0.249017898,4.999804203,2.107456608,11
*CC(*)C(=O)N1CCCCC1,0.224880389,4.148969108,2.223820704,12
*CC(*)C(=O)N1CCOCC1,0.212390136,4.309420856,2.39868076,12
*CC(*)C(=O)Oc1ccccc1,0.204691395,3.813915898,2.183130584,13
*CC(*)C(=O)Oc1ccc(OC)cc1,0.230448188,3.635129998,2.221102402,15
*CC(*)C(=O)Oc1ccccc1C(=O)OC,0.219785117,3.64802584,2.36158652,17
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,0.218273906,3.564583175,2.42104397,18
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,0.234531676,3.635793064,2.093680184,17
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,0.235991614,3.55590531,2.260591496,18
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,0.246881391,3.55077768,2.503937176,17
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,0.254460099,3.476094949,2.599573121,18
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,0.269375988,3.434725719,3.283367483,20
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,0.225714507,3.221016117,3.035590574,19
*CC(*)C(=O)OCc1ccccc1,0.203084164,3.626775373,2.045129653,14
*CC(*)C(=O)OCCc1ccccc1,0.218359976,3.626917508,2.449288245,15
*CC(*)C(=O)Oc1cccc(N(C)C)c1,0.265857865,3.900236877,2.955698941,16
*CC(*)C(=O)Oc1ccc(C#N)cc1,0.217648606,3.912944633,2.529156243,15
*CC(*)C(=O)OCc1ccc(C#N)cc1,0.206123134,3.776074274,2.32107073,16
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,0.148391912,3.903427344,2.386188585,15
*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,0.103950173,4.368086724,2.173910081,18
*CC(*)C(=O)N(C)C,0.254840576,5.309671638,1.938986852,9
*CC(*)(C)C(=O)OCCOC,0.229867686,4.502959769,2.473601025,12
*CC(*)(C)C(=O)OCC(C)O,0.247322516,5.09968176,2.379876468,12
*CC(*)(C)C(=O)OCCC#N,0.215065114,4.859520563,2.166617551,12
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],0.219332193,4.692868272,2.569282744,14
*CC(*)(C)C(=O)OCCS(=O)CC,0.23559466,5.226786938,2.440199551,14
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,0.207428616,3.900660957,2.77726941,17
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,0.243504441,3.540021382,2.243027164,18
*CC(*)(CC)C(=O)OCC,0.205025977,4.847472638,2.019434421,11
*CC(*)(CC(=O)OCC)C(=O)OCC,0.226726356,4.232578202,1.85295291,15
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,0.23939117,3.930038892,2.499476943,19
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,0.173081052,3.833911483,2.773551054,23
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,0.205021412,3.769655065,2.834188714,25
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,0.217195568,3.766673588,2.883706876,27
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,0.238263021,3.713901449,3.24560821,29
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,0.188229452,3.398230536,2.25594021,23
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,0.203256306,3.280039464,2.15499973,25
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,0.202653643,3.352475786,2.521193912,27
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,0.210081521,3.331624156,2.937571144,29
*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,0.199831364,3.877648326,2.429660644,16
*CC(*)(CC(=O)OC)C(=O)OC,0.211788328,4.609791772,2.380296998,13
*C(*)C(=O)OCC,0.225814865,4.275195253,1.446612923,8
*C(*)C(=O)OC,0.222112653,4.748019062,1.63566579,7
*C(*)C(=O)OCCC,0.244933508,4.097599914,1.859860786,9
*CC(*)(CC(=O)OCCC)C(=O)OCCC,0.225769616,4.164554268,2.420213892,17
*CC(*)C(=O)OCCO,0.297878745,5.007274804,2.158216817,10
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,0.238137173,4.660217305,2.895854427,16
*CC(*)C(=O)OC1CCCCCCCCCCC1,0.245455632,4.002898675,2.202371784,19
*C(C*)Cl,0.142730624,7.135942642,1.417108751,5
*C(C*)(F)F,0.148188116,5.843684394,1.85435463,6
*CC(*)(Cl)Cl,0.096200541,6.157800371,1.483602824,6
*C(F)C(*)(F)F,0.14138687,5.82163435,1.487361632,7
*C(F)(F)C(F)(F)*,0.19501973,4.853723249,1.24120937,8
*C(C(*)(F)F)(Cl)F,0.119922243,5.483081989,1.334911134,8
*CCC=C(*)Cl,0.156164169,6.208915894,1.926935727,7
*C(F)(F)C(*)(F)C(F)(F)F,0.082200976,5.101892946,1.58212187,11
*/C(=C/CC*)C,0.304049871,6.04486974,2.0073573,7
*CC/C=C(\*)C,0.232021285,6.04486974,1.797224265,7
*CC/C=C(/*)Cl,0.170304562,6.208915894,2.027229309,7
*CC/C=C(\*)Cl,0.150572404,6.208915894,1.914663223,7
*CC(*)C=C,0.273513817,7.034292081,1.67757494,6
*CCC=C(*)C,0.231880959,6.04486974,1.937320885,7
*OCC*,0.228362211,6.934138441,1.822175729,5
*OC(C*)C,0.239033549,6.709885927,1.68301329,6
*CC(CCl)O*,0.164668029,6.498688196,1.738271376,7
*CCCCO*,0.280752907,5.63907136,2.66905341,7
*Oc1c(cc(cc1C)*)C,0.250026591,4.468543042,2.459662969,11
*Oc1c(OC)cc(*)cc1OC,0.240386045,3.920043706,1.956879941,13
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,0.184951114,2.949735928,2.954260293,21
*C(=O)OCCOC(=O)c1ccc(*)o1,0.228261215,3.918786027,2.886619528,15
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,0.215430956,3.248863457,2.799870794,19
*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,0.247366967,2.837547785,3.2427541,26
*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,0.250970317,2.841387929,3.627154099,28
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,0.300233168,2.729224264,3.342915914,27
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,0.203838738,3.30668958,2.388606119,18
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,0.210272564,3.035915227,3.285192529,34
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,0.211169803,2.88340288,3.405904267,32
*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C,0.22967917,3.566106065,2.997097541,23
*CC1CC(*)OC(CCC)O1,0.253400518,5.704164486,2.813359617,12
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,0.28329363,2.861729794,2.971377658,24
*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,0.169806655,3.415282195,3.207795251,18
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,0.162123893,3.260809032,3.544873635,40
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,0.207453817,3.30701363,3.80663274,38
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,0.234731231,2.800564558,3.205295566,31
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,0.229938844,2.723839339,2.704192384,32
*CCOCC(=O)O*,0.238989416,5.040476084,2.155222124,9
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.253846443,2.878038235,3.150197955,25
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,0.213575422,2.966076665,3.780777307,41
*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,0.272492356,3.069806397,4.178635758,43
*CS*,0.14812712,7.725584585,1.743447602,4
*CCS*,0.22117529,7.087585779,2.144070364,5
*CCCSS*,0.150655425,6.155379862,2.790381754,7
*Sc1ccc(cc1)*,0.165856187,4.842239084,1.640430364,9
*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,0.215699363,3.183743815,2.511866732,19
*OC(=O)CCC(=O)OCC*,0.237840575,4.178423292,2.352841981,12
*CCCCOC(=O)CCC(=O)O*,0.239020305,3.85735265,2.444559822,14
*OC(=O)CCCCCCCCC(=O)OCC*,0.257154282,3.373735426,2.666764439,18
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,0.281178878,3.188787377,2.838848148,22
*OC(=O)c1ccc(cc1)C(=O)OCC*,0.235166491,3.242235189,2.192222352,16
*OC(=O)c1cc(ccc1)C(=O)OCC*,0.200585896,3.341468056,2.470316474,16
*OC(=O)c1ccc(cc1)C(=O)OCCCC*,0.25637618,3.138478195,2.791153058,18
*CCCCCCOC(=O)c1ccc(C(=O)O*)cc1,0.254809517,3.039227334,3.033320041,20
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C)C,0.27751155,2.891741845,3.066278621,29
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C)C,0.244415588,2.943259793,3.075818323,29
*OC(=O)c1cc2c(cc1)ccc(c2)C(=O)OCC*,0.22543537,3.151010301,2.730253109,20
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,0.225246348,3.117240521,2.807153714,20
*CCCCOC(=O)CCCCC(=O)O*,0.259346678,3.587904419,2.596134369,16
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,0.216708127,3.037454116,3.823380504,39
*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,0.212331447,3.168399587,2.563259332,20
*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,0.211562934,3.173651235,2.54294213,20
*CCCCCC(=O)O*,0.249772695,4.449125777,2.355163566,10
*CCCOC(=O)c1ccc(C(=O)O*)cc1,0.241216197,3.190785076,2.637221462,17
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCC(=O)*,0.265574997,2.876883739,3.277381974,25
*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,0.283829933,2.866780009,3.277381974,26
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,0.286484859,2.860045243,3.277381974,27
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,0.290122557,2.856321006,3.277381974,28
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,0.275167556,2.855299954,3.277381974,29
*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*)C,0.362079429,2.76426665,3.447329563,27
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,0.251101033,2.814058084,3.530368265,29
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,0.274021583,2.856716967,3.277381974,30
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,0.299849025,2.860342079,3.277381974,31
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,0.279614546,2.865974786,3.277381974,32
*CC1CCC(COC(=O)CCC(=O)O*)CC1,0.229884201,3.590970503,2.830753968,18
*OC(C)CC(*)=O,0.215459839,5.857789863,2.133687566,8
*OC(C)C(*)=O,0.210749746,5.979936612,1.929168268,7
*CC(C)(CCC)C(=O)O*,0.211231836,5.154347913,2.70025892,11
*OC(=O)c1ccc(cc1)c1ccc(cc1)C*,0.272842323,2.912253435,2.864676991,18
*CC1CCC(COC(=O)CCCCCCCCC(=O)O*)CC1,0.262542365,3.251278053,3.198186193,24
*OC(=O)c1ccc(cc1)C(=O)NCCNC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCC*,0.259588395,2.87261436,3.924912951,38
*CCOC(=O)C1CCC(C(=O)O*)CC1,0.235244695,3.702814909,2.198541328,16
*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCC*,0.256386682,2.835290603,2.917199222,22
*OC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)OCCCCCC*,0.274848798,3.112041669,3.561922714,34
*CCCCCCOC(=O)CCCCCCCC(=O)O*,0.283677138,3.230493686,2.838848148,21
*CCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,0.280572663,2.809026579,3.530399368,26
*CC(C)(C)COC(=O)CCC(=O)O*,0.228303005,4.020644361,2.295732528,15
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)CCCCC(=O)*)(C)C,0.248641039,3.077624423,2.829576512,27
*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.255211674,3.016154071,3.355636815,24
*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.227057601,3.040121075,3.355636815,23
*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.224493248,3.069527327,3.105284936,22
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,0.242269675,3.095071261,3.037825852,21
*CCCCNC(=O)CCCCC(=O)N*,0.292070546,3.481814559,2.644669949,16
*NC(=O)CCCCC*,0.291903519,4.403105264,2.519597094,10
*NC(=O)CCCCC(=O)NCCCCCC*,0.307882451,3.314842195,2.889918099,18
*NC(=O)CCCCCCCCC(=O)NCCCCCC*,0.308756347,3.113497799,2.889918099,22
*CCCCCCC(=O)N*,0.310631867,4.135697259,2.519597094,11
*NC(=O)CCCCCCC*,0.304778171,3.921800303,2.519597094,12
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,0.269519554,3.056244795,2.889918099,24
*CCCCCCCCC(=O)N*,0.307321668,3.748143596,2.519597094,13
*CCCCCCCCCC(=O)N*,0.30774671,3.605531473,2.519597094,14
*NC(=O)CCCCCCCCCC*,0.318229487,3.487389163,2.519597094,15
*CCCCCCCCCCCC(=O)N*,0.324815751,3.388890014,2.519597094,16
*CCCCCCCCCCCCC(=O)N*,0.341259433,3.306409851,2.519597094,17
*NC(=O)c1ccc(cc1)CC(=O)NCCCCCC*,0.282521025,2.99386057,3.309091557,21
*NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,0.351335092,2.767272941,3.605636431,26
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,0.261246475,3.028402609,3.188192361,20
*NC(=O)c1ccc(cc1)CC(=O)NCCC*,0.265458671,3.11351358,2.904048023,18
*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,0.236903048,4.435689684,3.209060086,22
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,0.254557959,3.079213048,3.393070473,20
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,0.472805266,2.915440246,2.817231962,20
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,0.576386159,2.715349864,3.312473425,26
*NC(=O)c1ccc(cc1)C(=O)NCCCCCC*,0.293312511,2.959789971,2.824449246,20
*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,0.305511131,2.877959181,2.824449246,23
*S(=O)(=O)c1ccc(cc1)NC(=O)CCCCC(=O)Nc1ccc(cc1)*,0.241731039,2.87854627,2.468715415,27
*NC(=O)C*,0.375345394,6.046567471,1.587253429,6
*NC(CCC(=O)OC)C(*)=O,0.256652184,4.416238181,1.79842612,12
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,0.32743928,3.323024037,3.097533951,20
*CCCC(=O)N*,0.294452199,5.16208855,2.169985549,8
*CCCCNC(=O)CCCCCCC(=O)N*,0.295312596,3.314842195,2.889918099,18
*CCCCNC(=O)CCCCCCCCC(=O)N*,0.301718016,3.196695191,2.889918099,20
*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,0.299843971,3.08206214,2.889918099,23
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,0.304591986,2.888482035,2.889918099,30
*NC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)NCCCCCC*,0.289397059,2.748911818,3.523979337,26
*NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)NCCCCCC*)(C)C,0.257140127,2.947466631,3.012797476,29
*CCCCCCCCCCC(=O)N(*)C,0.308782805,3.475398126,2.549277828,16
*N(C(=O)CCCCC(=O)NCCCCCC*)C,0.259093819,3.319664328,3.19433457,19
*N(C(=O)CCCCC(=O)N(CCCCCC*)C)C,0.281252179,3.452892718,3.566662726,20
*N1C(CCC1)C(=O)*,0.222937579,5.163540694,2.181473256,9
*NC(C(=O)*)CCC(=O)OCc1ccccc1,0.218660431,3.446452651,1.808524743,18
*NC(C(=O)*)C,0.252148669,5.981736612,1.863732549,7
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,0.31314051,3.214223879,3.913213703,33
*NC(CCC(=O)OCCCCC)C(*)=O,0.259084812,3.871021493,2.555381998,16
