smiles,qm_homo_monomer,qm_lumo_monomer
*C(C(*)(F)F)(OC(C(F)F)F)F,-12.31789227,2.891797115
*C(C*)C(=O)c1ccc(cc1)Br,-9.371475962,0.232484005
*C(C*)OC(=O)CC1CCCC1,-10.09469464,2.651809425
*C(C*)N1C(=O)CCC1,-9.071177508,2.619246326
*C1C(C2C(C1)C(C(C2)CC*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,-8.31011505,0.286754426
*C(C*)C(=O)O,-10.36403236,2.395389418
*C(C*)C(=O)OC,-10.35818339,2.750933434
*C(C*)C(=O)OCC,-10.28152463,2.78143746
*C(C*)C(=O)OCCC,-10.29897472,2.686702834
*C(C*)C(=O)OC(C)C,-10.24118625,2.703110944
*C(C*)C(=O)OCCCC,-10.2922787,2.690731929
*C(C*)C(=O)OCC(C)C,-10.29809938,2.629079121
*C(C*)C(=O)OC(C)(C)C,-10.05359765,2.722776542
*C(C*)C(=O)OCCCCCC,-10.28555608,2.653468782
*C(C*)C(=O)OCCCCCCC,-10.27811833,2.606608855
*C(C*)C(=O)OCCCCCCCC,-10.27809712,2.769457919
*C(C*)C(=O)OCCCCCCCCCCCC,-10.28244999,2.706380279
*C(C*)C(=O)OCCCCCCCCCCCCCC,-10.35273832,2.623843777
*C(C*)C(=O)OCCCCCCCCCCCCCCCC,-10.28502959,2.694856773
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCC,-10.31013883,2.576521125
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,-10.29320238,2.621588838
*C(C*)C(=O)OCC=C,-10.10039334,2.208204406
*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,-10.06356042,2.600385048
*C(C*)C(=O)OCC(F)(F)F,-10.87851243,2.275074714
*C(C*)C(=O)OCC(C(F)(F)F)(F)F,-10.93176089,2.209647112
*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,-11.1729314,1.799158287
*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,-11.16918172,1.572733232
*C(C*)C(=O)OC(C(Cl)(F)F)(C(F)(F)F)F,-11.167914,1.711300929
*C(C*)C(=O)OC(C(Cl)(F)F)(C(Cl)(F)F)F,-11.14223098,1.532525272
*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,-10.97762339,2.115648972
*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,-10.81075688,2.092163382
*C(C*)(C(=O)OC)C,-10.24758396,2.529574408
*C(C*)(C(=O)OCC)C,-10.20108749,2.567078873
*CC(*)(C)C(=O)OCCC,-10.18741582,2.510643949
*CC(*)(C)C(=O)OC(C)C,-10.14009048,2.583038702
*C(C*)(C(=O)OCCCC)C,-10.18402268,2.504667438
*CC(*)(C)C(=O)OC(C)CC,-10.14002079,2.561596539
*CC(*)(C)C(=O)OCC(C)C,-10.19229103,2.50716423
*CC(*)(C)C(=O)OC(C)(C)C,-9.958820586,2.506957891
*CC(*)(C)C(=O)OCCCCCC,-10.17887272,2.48457155
*CC(*)(C)C(=O)OCCCCCCCC,-10.17554227,2.485838833
*CC(*)(C)C(=O)OCCCCCCCCCCCC,-10.1749672,2.507964358
*CC(*)(C)C(=O)OC1CCCCC1,-10.07639668,2.600007
*CC(*)(C)C(=O)Oc1ccccc1,-9.178624213,1.748844702
*CC(*)(C)C(=O)OCc1ccccc1,-9.350480316,1.634788942
*CC(*)(C)C(=O)OCCBr,-10.16866863,1.984795169
*CC(*)(C)C(=O)OCc1ccccc1Cl,-9.3754742,1.260986465
*CC(*)(C)C(=O)OCCO,-10.38132747,2.270879718
*CC(*)(C)C(=O)OCCN(C)C,-8.657706197,2.524375777
*CC(*)C(N)=O,-9.683183118,2.587877405
*CC(*)C(=O)NC(C)C,-9.453403198,2.5575108
*CC(*)C(=O)OC(CC)CC,-10.24966595,2.699930085
*CC(*)C(=O)OC1CCCCC1,-10.09855734,2.417914312
*CC(*)C(=O)OCC(C)(C)C,-10.33532844,2.54681731
*CC(*)C(=O)OCCC#N,-10.78110137,2.290266942
*CC(*)C(=O)N1CCCCC1,-8.953042786,2.63645718
*CC(*)C(=O)N1CCOCC1,-9.063637869,2.514390448
*CC(*)C(=O)Oc1ccccc1,-9.180378123,1.784478797
*CC(*)C(=O)Oc1ccc(OC)cc1,-8.384611817,1.761175385
*CC(*)C(=O)Oc1ccccc1C(=O)OC,-9.423141189,0.596844473
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,-9.373519423,0.681982882
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,-9.38838505,0.69211749
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,-9.372354806,0.672451331
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,-9.367313897,0.730872848
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,-9.351267625,0.737902768
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,-9.353344176,0.729133768
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,-8.510979222,1.088519042
*CC(*)C(=O)OCc1ccccc1,-9.339409184,1.649610734
*CC(*)C(=O)OCCc1ccccc1,-9.160761027,1.812672265
*CC(*)C(=O)Oc1cccc(N(C)C)c1,-7.679688096,1.955003455
*CC(*)C(=O)Oc1ccc(C#N)cc1,-9.574770521,0.491075333
*CC(*)C(=O)OCc1ccc(C#N)cc1,-9.75883761,0.354520604
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,-9.383865139,1.050736107
*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-9.642746402,0.40124743
*CC(*)C(=O)N(C)C,-9.103127512,2.607217469
*CC(*)(C)C(=O)OCCOC,-9.706467207,2.314897365
*CC(*)(C)C(=O)OCC(C)O,-10.1030019,2.272146327
*CC(*)(C)C(=O)OCCC#N,-10.74703004,2.055495271
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],-10.73165111,0.692716732
*CC(*)(C)C(=O)OCCS(=O)CC,-8.762812656,2.132067819
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,-9.33652469,1.312483192
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,-9.356371766,0.725258221
*CC(*)(CC)C(=O)OCC,-10.19572786,2.576366928
*CC(*)(CC(=O)OCC)C(=O)OCC,-10.1485571,2.504431367
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,-10.23964606,2.377459032
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,-10.03783101,2.267557796
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,-10.10783538,2.313186293
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,-10.02656356,2.291162966
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,-10.22655391,2.418610339
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,-9.212333916,1.593179384
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,-8.896202441,1.443457955
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,-9.025477838,1.53935474
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,-9.042956757,1.679773829
*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,-9.565804963,0.487433906
*CC(*)(CC(=O)OC)C(=O)OC,-10.32436453,2.382611855
*C(*)C(=O)OCC,-10.30957736,2.661361583
*C(*)C(=O)OC,-10.36075061,2.73503094
*C(*)C(=O)OCCC,-10.29273587,2.748685545
*CC(*)(CC(=O)OCCC)C(=O)OCCC,-10.25801798,2.273482444
*CC(*)C(=O)OCCO,-10.41252972,2.494257739
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,-10.196576,2.540987862
*CC(*)C(=O)OC1CCCCCCCCCCC1,-10.1986955,2.752211027
*C(C*)Cl,-10.7910293,2.607969835
*C(C*)(F)F,-12.03086569,3.060605367
*CC(*)(Cl)Cl,-11.09328383,1.925243582
*C(F)C(*)(F)F,-12.09592074,3.16476733
*C(F)(F)C(F)(F)*,-12.26964882,3.169479714
*C(C(*)(F)F)(Cl)F,-11.70590857,2.245505041
*CCC=C(*)Cl,-9.451201666,2.155786955
*C(F)(F)C(*)(F)C(F)(F)F,-12.62357945,3.044111121
*/C(=C/CC*)C,-9.181503312,2.751097159
*CC/C=C(\*)C,-9.185116987,2.790784659
*CC/C=C(/*)Cl,-9.491743731,2.172294422
*CC/C=C(\*)Cl,-9.452094454,2.156690888
*CC(*)C=C,-9.621201479,2.832195523
*CCC=C(*)C,-9.185203686,2.790853971
*OCC*,-10.19829425,2.82097821
*OC(C*)C,-10.16372415,2.774979043
*CC(CCl)O*,-10.498401,2.582549262
*CCCCO*,-10.13048344,2.836765735
*Oc1c(cc(cc1C)*)C,-8.319106119,2.137960247
*Oc1c(OC)cc(*)cc1OC,-7.857678535,2.379005351
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,-8.255523176,1.025960024
*C(=O)OCCOC(=O)c1ccc(*)o1,-9.336760468,0.798588075
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,-9.799783607,0.22722437
*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,-8.763815561,0.940341323
*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,-8.746487916,0.945744277
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,-8.014586702,0.31610264
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,-9.144884041,0.552799522
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,-8.820213524,0.77512993
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,-8.819603553,0.764521385
*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C,-8.183126893,1.631294424
*CC1CC(*)OC(CCC)O1,-9.896481927,2.758595399
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,-8.179879519,0.303145981
*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,-9.144839399,0.394358774
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,-8.901293598,0.587227582
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,-8.676046616,0.776043087
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,-8.683945732,0.7096556
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,-8.792018369,0.585740635
*CCOCC(=O)O*,-9.927214636,2.473043281
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,-9.089881513,-0.113901404
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,-8.883116938,-0.154628893
*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,-7.622634567,1.446313083
*CS*,-9.145269156,2.239818601
*CCS*,-9.111088618,2.276846258
*CCCSS*,-9.252925714,1.073212108
*Sc1ccc(cc1)*,-9.442511901,1.375796974
*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,-8.209443755,1.292142022
*OC(=O)CCC(=O)OCC*,-10.2838602,2.202027349
*CCCCOC(=O)CCC(=O)O*,-10.34690602,2.390376257
*OC(=O)CCCCCCCCC(=O)OCC*,-10.29569892,2.497149592
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,-10.1382159,2.587927741
*OC(=O)c1ccc(cc1)C(=O)OCC*,-9.86940529,-0.056776773
*OC(=O)c1cc(ccc1)C(=O)OCC*,-9.883263002,0.314307244
*OC(=O)c1ccc(cc1)C(=O)OCCCC*,-9.900562856,-0.062095464
*CCCCCCOC(=O)c1ccc(C(=O)O*)cc1,-9.872235514,-0.059713013
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C)C,-8.372041147,-0.41005179
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C)C,-8.368348927,-0.051060272
*OC(=O)c1cc2c(cc1)ccc(c2)C(=O)OCC*,-8.751410488,-0.003381923
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,-8.972402017,-0.381874253
*CCCCOC(=O)CCCCC(=O)O*,-10.16271074,2.49201838
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,-8.183044237,-0.002639534
*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,-8.665802071,-0.198805781
*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,-8.613538789,-0.315991776
*CCCCCC(=O)O*,-10.35921951,2.430940578
*CCCOC(=O)c1ccc(C(=O)O*)cc1,-9.875777106,-0.063690815
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCC(=O)*,-7.977334557,1.456764496
*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,-8.120768214,1.259914999
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,-8.125531801,1.259913059
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,-8.145573642,1.141537699
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,-8.30472338,1.003405309
*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*)C,-8.459542721,-0.279485116
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,-9.193066337,-0.586805627
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,-8.176742065,1.17725327
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,-8.063209711,1.175143317
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,-8.084421865,1.400699143
*CC1CCC(COC(=O)CCC(=O)O*)CC1,-10.32036107,2.401803211
*OC(C)CC(*)=O,-9.904613611,1.711796287
*OC(C)C(*)=O,-10.3714958,1.221335447
*CC(C)(CCC)C(=O)O*,-10.26144329,2.599816784
*OC(=O)c1ccc(cc1)c1ccc(cc1)C*,-8.782208799,0.299482376
*CC1CCC(COC(=O)CCCCCCCCC(=O)O*)CC1,-10.22657764,2.46035504
*OC(=O)c1ccc(cc1)C(=O)NCCNC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCC*,-9.819550037,-0.167613238
*CCOC(=O)C1CCC(C(=O)O*)CC1,-10.1803966,2.315351131
*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCC*,-9.01514469,-0.040058732
*OC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)OCCCCCC*,-9.695133262,1.776199445
*CCCCCCOC(=O)CCCCCCCC(=O)O*,-10.170196,2.527599869
*CCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,-9.01805128,-0.044912584
*CC(C)(C)COC(=O)CCC(=O)O*,-10.39449941,2.268205553
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)CCCCC(=O)*)(C)C,-8.189320445,1.519304677
*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-8.923720691,-0.376881594
*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-8.962337458,-0.383725455
*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-8.960446806,-0.380184021
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-8.897389832,-0.348490865
*CCCCNC(=O)CCCCC(=O)N*,-9.404649157,2.626332759
*NC(=O)CCCCC*,-9.67453851,2.615088761
*NC(=O)CCCCC(=O)NCCCCCC*,-9.53230717,2.495673972
*NC(=O)CCCCCCCCC(=O)NCCCCCC*,-9.367625182,2.5792359
*CCCCCCC(=O)N*,-9.678706359,2.608362492
*NC(=O)CCCCCCC*,-9.680520817,2.604672327
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,-7.464878994,-5.996818221
*CCCCCCCCC(=O)N*,-9.678782236,2.602603364
*CCCCCCCCCC(=O)N*,-9.683847731,2.601111601
*NC(=O)CCCCCCCCCC*,-9.673663929,2.612193976
*CCCCCCCCCCCC(=O)N*,-9.678360273,2.606036824
*CCCCCCCCCCCCC(=O)N*,-9.672534513,2.613592297
*NC(=O)c1ccc(cc1)CC(=O)NCCCCCC*,-9.26369688,0.771063458
*NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,-8.093918332,0.335345469
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,-9.594704387,0.616944118
*NC(=O)c1ccc(cc1)CC(=O)NCCC*,-9.268963239,0.805330189
*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,-9.124707314,1.121530982
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,-9.311733129,1.371227914
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,-8.598231297,0.148476828
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,-8.185376719,0.095953883
*NC(=O)c1ccc(cc1)C(=O)NCCCCCC*,-9.578360984,0.335603938
*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,-9.581117646,0.339575016
*S(=O)(=O)c1ccc(cc1)NC(=O)CCCCC(=O)Nc1ccc(cc1)*,-8.600192877,0.51034335
*NC(=O)C*,-9.663639917,2.554522439
*NC(CCC(=O)OC)C(*)=O,-9.428620249,1.682821552
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,-8.886014518,1.727644199
*CCCC(=O)N*,-9.678817801,2.599752461
*CCCCNC(=O)CCCCCCC(=O)N*,-9.431398139,2.574221941
*CCCCNC(=O)CCCCCCCCC(=O)N*,-9.422603616,2.558549464
*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,-9.377380025,2.449848666
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,-8.955810616,1.93774131
*NC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)NCCCCCC*,-8.881350476,0.228612995
*NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)NCCCCCC*)(C)C,-9.067514394,0.834519138
*CCCCCCCCCCC(=O)N(*)C,-9.55301236,2.621389735
*N(C(=O)CCCCC(=O)NCCCCCC*)C,-7.594675911,-5.522179378
*N(C(=O)CCCCC(=O)N(CCCCCC*)C)C,-9.133731738,2.497837424
*N1C(CCC1)C(=O)*,-9.397726596,1.393559646
*NC(C(=O)*)CCC(=O)OCc1ccccc1,-9.397963167,1.468158856
*NC(C(=O)*)C,-9.401506293,1.567733295
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,-9.138081807,1.759867849
*NC(CCC(=O)OCCCCC)C(*)=O,-9.432867758,1.67784626
*NC(CCC(=O)OCCCCCC)C(*)=O,-9.499139649,1.573256409
*NC(CCC(=O)OCC)C(*)=O,-9.419697073,1.68998195
*NC(CCC(=O)OCCC)C(*)=O,-9.430267504,1.679965346
*N(C(=O)c1ccc(cc1)C(=O)N(CCCC*)C)C,-9.255838358,0.580744816
*CCCCCCNC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)N*)cc32)cc1,-9.133643696,0.877497862
*OC(=O)NCCCCC*,-9.696999834,2.77707045
*OC(=O)NCCCCCCNC(=O)OCCCC*,-9.588851397,1.836330303
*OC(=O)NCC(C(C(C(CNC(=O)OCCCC*)(F)F)(F)F)(F)F)(F)F,-10.34118009,1.94494059
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCCCCC*,-8.21623837,1.580518925
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCc1cc(ccc1)C*,-8.222702103,1.576981173
*OC(=O)Nc1ccc(cc1)NC(=O)OCC*,-8.084824202,1.688746397
*OC(=O)Nc1cc(ccc1)NC(=O)OCC*,-8.403788754,1.68822905
*OC(=O)Nc1ccc(cc1)NC(=O)OCCCCCC*,-8.087839268,1.683945107
*OC(=O)Nc1ccc(cc1)c1ccc(cc1)NC(=O)OCC*,-7.910118484,1.115132012
*OC(=O)Nc1c2c(ccc1)c(ccc2)NC(=O)OCC*,-7.881642583,0.588244209
*NC(=O)NCCCCCC*,-9.536124257,2.347435057
*NC(=O)NCc1ccc(cc1)CNC(=O)NCCCCCC*,-8.858607033,1.723317137
*NC(=O)NCCCCCCNC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,-8.087047416,1.753231298
*NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,-8.168784186,1.751502492
*C(CCCCNC(=O)NCCCCCCNC(=O)N*)C(=O)OC,-9.326412378,2.469229721
*c1ccc(Oc2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)cc1,-8.560523724,-1.326073128
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)cc2)cc1,-8.547512675,-1.300732387
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,-8.349674133,-0.788239414
*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,-8.279557813,-1.351234199
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CCCCCCCCC*,-10.27658598,-1.274638199
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.433747973,-0.616026454
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)NC(=O)*)cc1,-8.37773952,-0.893654122
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)cc3)cc1)C2=O,-8.637883028,-0.595092484
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(C(*)(F)F)(F)F)(F)F)cc1,-8.398226332,-0.706105182
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)S(=O)(=O)c2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)Nc2ccc(cc2)Oc2ccc(cc2)NC(=O)*)cc1,-8.15100328,-0.881361776
*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,-8.879379867,-1.279967322
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,-8.637892094,-1.29769575
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(OC)c2)cc1OC,-8.420566447,-1.168018352
*c1cccc(N2C(=O)c3cc4C(=O)N(*)C(=O)c4cc3C2=O)c1,-9.280570524,-1.339438628
*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1,-9.362286081,-1.30712918
*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1C,-9.362522604,-1.307227609
*c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1C,-8.748963652,-1.261083133
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)c2)cc1,-8.472053674,-1.328583224
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,-8.140887964,-1.336668303
*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)cc2)c1,-8.826845092,-1.510733918
*c1ccc(Oc2ccc(C(c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,-8.668591982,-1.396749004
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6cc7C(=O)N(*)C(=O)c7cc6C5=O)cc4)cc3)cc2)cc1,-8.347253158,-1.287701917
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.431723255,-0.865257212
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.353255092,-0.667736986
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)*)cc1,-8.166579242,-0.894054801
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.757433602,-0.85156332
*c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)ccc1-2,-8.203545949,-0.856970908
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,-8.518180993,-0.873109644
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,-9.07198602,-0.866962757
*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,-9.07126197,-0.867405902
*c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,-9.190713063,-0.842717964
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1,-9.189483692,-0.841316582
*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,-9.189502489,-0.841332507
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,-8.542066168,-0.837811664
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OC)c2)cc1OC,-8.329095325,-0.747221878
*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,-8.234877879,-0.87656714
*c1cccc2c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,-8.547444029,-0.814609295
