smiles,qm_homo_monomer,qm_lumo_monomer,atom_count
*C(C*)OC(=O)C1(CCCCC1)C,-10.07468268,2.587080505,14
*C(C*)P(=O)(c1ccccc1)c1ccccc1,-9.471884165,0.949291644,18
*C(C*)P(=O)(OCC)N(C)C,-9.217918572,2.548836543,12
*C(C*)P(=O)(N(C)C)Oc1ccccc1,-8.94716076,1.687209641,16
*C(C*)c1nc(nc(n1)C)C,-9.937464892,1.129494718,12
*C(C*)OC(=O)CCCCCCCCC,-10.24057434,2.774134639,16
*C(C*)OC(=O)CCCCC,-10.18566518,2.489244413,12
*C1c2c(CC1*)cccc2,-8.757806246,1.88443479,11
*C1C(=O)OC(=O)C1C(C*)OC,-10.40232315,1.696297387,13
*C(C(C(C*)OC)C(=O)O)C(=O)O,-10.07420855,2.419668477,14
*C(=CCCC*)c1ccc(cc1)OC,-7.848634266,1.427031119,15
*C(=CCCC*)c1ccccc1,-8.39157111,1.178997429,13
*C(=CCCC*)c1ccc(cc1)Cl,-8.476290609,0.880532613,14
*C(C*)CNc1ccc(cc1)[N+](=O)[O-],-8.430807263,0.173746113,15
*C(C*)CNc1ncc(cc1)[N+](=O)[O-],-8.696972318,0.016590866,15
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])C,-8.355737325,0.214616554,16
*C(C*)CNc1cc(c(cc1)[N+](=O)[O-])C(F)(F)F,-8.70270562,-0.06932472,19
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],-8.957113885,-0.662571341,18
*C1C(CC(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,-8.425282809,0.315316033,36
*C1C(CC(C1)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)CC*,-8.440703194,0.299070952,37
*C(C*)N1CNCC1,-8.712743164,2.611056165,9
*C(C*)OCCCCCCCCCCCCCCCCCC,-9.600083662,2.784620277,23
*C(C*)OC(=O)c1ccc(cc1)C#N,-10.00268611,-0.263713023,15
*C(C*)OCC(CC(C)C)(C)C,-9.780344027,2.80879843,13
*C(C(*)(F)F)(OC(C(F)F)F)F,-12.31789227,2.891797115,13
*C(C*)C(=O)c1ccc(cc1)Br,-9.371475962,0.232484005,13
*C(C*)OC(=O)CC1CCCC1,-10.09469464,2.651809425,13
*C(C*)N1C(=O)CCC1,-9.071177508,2.619246326,10
*C(C*)C(=O)O,-10.36403236,2.395389418,7
*C(C*)C(=O)OC,-10.35818339,2.750933434,8
*C(C*)C(=O)OCC,-10.28152463,2.78143746,9
*C(C*)C(=O)OCCC,-10.29897472,2.686702834,10
*C(C*)C(=O)OC(C)C,-10.24118625,2.703110944,10
*C(C*)C(=O)OCCCC,-10.2922787,2.690731929,11
*C(C*)C(=O)OCC(C)C,-10.29809938,2.629079121,11
*C(C*)C(=O)OC(C)(C)C,-10.05359765,2.722776542,11
*C(C*)C(=O)OCCCCCC,-10.28555608,2.653468782,13
*C(C*)C(=O)OCCCCCCC,-10.27811833,2.606608855,14
*C(C*)C(=O)OCCCCCCCC,-10.27809712,2.769457919,15
*C(C*)C(=O)OCCCCCCCCCCCC,-10.28244999,2.706380279,19
*C(C*)C(=O)OCCCCCCCCCCCCCC,-10.35273832,2.623843777,21
*C(C*)C(=O)OCCCCCCCCCCCCCCCC,-10.28502959,2.694856773,23
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCC,-10.31013883,2.576521125,25
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,-10.29320238,2.621588838,29
*C(C*)C(=O)OCC=C,-10.10039334,2.208204406,10
*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,-10.06356042,2.600385048,17
*C(C*)C(=O)OCC(F)(F)F,-10.87851243,2.275074714,12
*C(C*)C(=O)OCC(C(F)(F)F)(F)F,-10.93176089,2.209647112,15
*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,-11.1729314,1.799158287,16
*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,-11.16918172,1.572733232,17
*C(C*)C(=O)OC(C(Cl)(F)F)(C(F)(F)F)F,-11.167914,1.711300929,17
*C(C*)C(=O)OC(C(Cl)(F)F)(C(Cl)(F)F)F,-11.14223098,1.532525272,17
*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,-10.97762339,2.115648972,17
*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,-10.81075688,2.092163382,18
*C(C*)(C(=O)OC)C,-10.24758396,2.529574408,9
*C(C*)(C(=O)OCC)C,-10.20108749,2.567078873,10
*CC(*)(C)C(=O)OCCC,-10.18741582,2.510643949,11
*CC(*)(C)C(=O)OC(C)C,-10.14009048,2.583038702,11
*C(C*)(C(=O)OCCCC)C,-10.18402268,2.504667438,12
*CC(*)(C)C(=O)OC(C)CC,-10.14002079,2.561596539,12
*CC(*)(C)C(=O)OCC(C)C,-10.19229103,2.50716423,12
*CC(*)(C)C(=O)OC(C)(C)C,-9.958820586,2.506957891,12
*CC(*)(C)C(=O)OCCCCCC,-10.17887272,2.48457155,14
*CC(*)(C)C(=O)OCCCCCCCC,-10.17554227,2.485838833,16
*CC(*)(C)C(=O)OCCCCCCCCCCCC,-10.1749672,2.507964358,20
*CC(*)(C)C(=O)OC1CCCCC1,-10.07639668,2.600007,14
*CC(*)(C)C(=O)Oc1ccccc1,-9.178624213,1.748844702,14
*CC(*)(C)C(=O)OCc1ccccc1,-9.350480316,1.634788942,15
*CC(*)(C)C(=O)OCCBr,-10.16866863,1.984795169,11
*CC(*)(C)C(=O)OCc1ccccc1Cl,-9.3754742,1.260986465,16
*CC(*)(C)C(=O)OCCO,-10.38132747,2.270879718,11
*CC(*)(C)C(=O)OCCN(C)C,-8.657706197,2.524375777,13
*CC(*)C(N)=O,-9.683183118,2.587877405,7
*CC(*)C(=O)NC(C)C,-9.453403198,2.5575108,10
*CC(*)C(=O)OC(CC)CC,-10.24966595,2.699930085,12
*CC(*)C(=O)OC1CCCCC1,-10.09855734,2.417914312,13
*CC(*)C(=O)OCC(C)(C)C,-10.33532844,2.54681731,12
*CC(*)C(=O)OCCC#N,-10.78110137,2.290266942,11
*CC(*)C(=O)N1CCCCC1,-8.953042786,2.63645718,12
*CC(*)C(=O)N1CCOCC1,-9.063637869,2.514390448,12
*CC(*)C(=O)Oc1ccccc1,-9.180378123,1.784478797,13
*CC(*)C(=O)Oc1ccc(OC)cc1,-8.384611817,1.761175385,15
*CC(*)C(=O)Oc1ccccc1C(=O)OC,-9.423141189,0.596844473,17
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,-9.373519423,0.681982882,18
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,-9.38838505,0.69211749,17
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,-9.372354806,0.672451331,18
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,-9.367313897,0.730872848,17
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,-9.351267625,0.737902768,18
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,-9.353344176,0.729133768,20
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,-8.510979222,1.088519042,19
*CC(*)C(=O)OCc1ccccc1,-9.339409184,1.649610734,14
*CC(*)C(=O)OCCc1ccccc1,-9.160761027,1.812672265,15
*CC(*)C(=O)Oc1cccc(N(C)C)c1,-7.679688096,1.955003455,16
*CC(*)C(=O)Oc1ccc(C#N)cc1,-9.574770521,0.491075333,15
*CC(*)C(=O)OCc1ccc(C#N)cc1,-9.75883761,0.354520604,16
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,-9.383865139,1.050736107,15
*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,-9.642746402,0.40124743,18
*CC(*)C(=O)N(C)C,-9.103127512,2.607217469,9
*CC(*)(C)C(=O)OCCOC,-9.706467207,2.314897365,12
*CC(*)(C)C(=O)OCC(C)O,-10.1030019,2.272146327,12
*CC(*)(C)C(=O)OCCC#N,-10.74703004,2.055495271,12
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],-10.73165111,0.692716732,14
*CC(*)(C)C(=O)OCCS(=O)CC,-8.762812656,2.132067819,14
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,-9.33652469,1.312483192,17
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,-9.356371766,0.725258221,18
*CC(*)(CC)C(=O)OCC,-10.19572786,2.576366928,11
*CC(*)(CC(=O)OCC)C(=O)OCC,-10.1485571,2.504431367,15
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,-10.23964606,2.377459032,19
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,-10.03783101,2.267557796,23
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,-10.10783538,2.313186293,25
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,-10.02656356,2.291162966,27
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,-10.22655391,2.418610339,29
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,-9.212333916,1.593179384,23
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,-8.896202441,1.443457955,25
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,-9.025477838,1.53935474,27
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,-9.042956757,1.679773829,29
*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,-9.565804963,0.487433906,16
*CC(*)(CC(=O)OC)C(=O)OC,-10.32436453,2.382611855,13
*C(*)C(=O)OCC,-10.30957736,2.661361583,8
*C(*)C(=O)OC,-10.36075061,2.73503094,7
*C(*)C(=O)OCCC,-10.29273587,2.748685545,9
*CC(*)(CC(=O)OCCC)C(=O)OCCC,-10.25801798,2.273482444,17
*CC(*)C(=O)OCCO,-10.41252972,2.494257739,10
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,-10.196576,2.540987862,16
*CC(*)C(=O)OC1CCCCCCCCCCC1,-10.1986955,2.752211027,19
*C(C*)Cl,-10.7910293,2.607969835,5
*C(C*)(F)F,-12.03086569,3.060605367,6
*CC(*)(Cl)Cl,-11.09328383,1.925243582,6
*C(F)C(*)(F)F,-12.09592074,3.16476733,7
*C(F)(F)C(F)(F)*,-12.26964882,3.169479714,8
*C(C(*)(F)F)(Cl)F,-11.70590857,2.245505041,8
*CCC=C(*)Cl,-9.451201666,2.155786955,7
*C(F)(F)C(*)(F)C(F)(F)F,-12.62357945,3.044111121,11
*/C(=C/CC*)C,-9.181503312,2.751097159,7
*CC/C=C(\*)C,-9.185116987,2.790784659,7
*CC/C=C(/*)Cl,-9.491743731,2.172294422,7
*CC/C=C(\*)Cl,-9.452094454,2.156690888,7
*CC(*)C=C,-9.621201479,2.832195523,6
*CCC=C(*)C,-9.185203686,2.790853971,7
*OCC*,-10.19829425,2.82097821,5
*OC(C*)C,-10.16372415,2.774979043,6
*CC(CCl)O*,-10.498401,2.582549262,7
*CCCCO*,-10.13048344,2.836765735,7
*Oc1c(cc(cc1C)*)C,-8.319106119,2.137960247,11
*Oc1c(OC)cc(*)cc1OC,-7.857678535,2.379005351,13
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,-8.255523176,1.025960024,21
*C(=O)OCCOC(=O)c1ccc(*)o1,-9.336760468,0.798588075,15
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,-9.799783607,0.22722437,19
*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,-8.763815561,0.940341323,26
*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,-8.746487916,0.945744277,28
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,-8.014586702,0.31610264,27
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,-9.144884041,0.552799522,18
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,-8.820213524,0.77512993,34
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,-8.819603553,0.764521385,32
*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C,-8.183126893,1.631294424,23
*CC1CC(*)OC(CCC)O1,-9.896481927,2.758595399,12
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,-8.179879519,0.303145981,24
*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,-9.144839399,0.394358774,18
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,-8.901293598,0.587227582,40
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,-8.676046616,0.776043087,38
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,-8.683945732,0.7096556,31
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,-8.792018369,0.585740635,32
*CCOCC(=O)O*,-9.927214636,2.473043281,9
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,-9.089881513,-0.113901404,25
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,-8.883116938,-0.154628893,41
*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,-7.622634567,1.446313083,43
*CS*,-9.145269156,2.239818601,4
*CCS*,-9.111088618,2.276846258,5
*CCCSS*,-9.252925714,1.073212108,7
*Sc1ccc(cc1)*,-9.442511901,1.375796974,9
*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,-8.209443755,1.292142022,19
*OC(=O)CCC(=O)OCC*,-10.2838602,2.202027349,12
*CCCCOC(=O)CCC(=O)O*,-10.34690602,2.390376257,14
*OC(=O)CCCCCCCCC(=O)OCC*,-10.29569892,2.497149592,18
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,-10.1382159,2.587927741,22
*OC(=O)c1ccc(cc1)C(=O)OCC*,-9.86940529,-0.056776773,16
*OC(=O)c1cc(ccc1)C(=O)OCC*,-9.883263002,0.314307244,16
*OC(=O)c1ccc(cc1)C(=O)OCCCC*,-9.900562856,-0.062095464,18
*CCCCCCOC(=O)c1ccc(C(=O)O*)cc1,-9.872235514,-0.059713013,20
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C)C,-8.372041147,-0.41005179,29
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C)C,-8.368348927,-0.051060272,29
*OC(=O)c1cc2c(cc1)ccc(c2)C(=O)OCC*,-8.751410488,-0.003381923,20
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,-8.972402017,-0.381874253,20
*CCCCOC(=O)CCCCC(=O)O*,-10.16271074,2.49201838,16
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,-8.183044237,-0.002639534,39
*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,-8.665802071,-0.198805781,20
*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,-8.613538789,-0.315991776,20
*CCCCCC(=O)O*,-10.35921951,2.430940578,10
*CCCOC(=O)c1ccc(C(=O)O*)cc1,-9.875777106,-0.063690815,17
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCC(=O)*,-7.977334557,1.456764496,25
*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,-8.120768214,1.259914999,26
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,-8.125531801,1.259913059,27
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,-8.145573642,1.141537699,28
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,-8.30472338,1.003405309,29
*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*)C,-8.459542721,-0.279485116,27
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,-9.193066337,-0.586805627,29
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,-8.176742065,1.17725327,30
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,-8.063209711,1.175143317,31
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,-8.084421865,1.400699143,32
*CC1CCC(COC(=O)CCC(=O)O*)CC1,-10.32036107,2.401803211,18
*OC(C)CC(*)=O,-9.904613611,1.711796287,8
*OC(C)C(*)=O,-10.3714958,1.221335447,7
*CC(C)(CCC)C(=O)O*,-10.26144329,2.599816784,11
*OC(=O)c1ccc(cc1)c1ccc(cc1)C*,-8.782208799,0.299482376,18
*CC1CCC(COC(=O)CCCCCCCCC(=O)O*)CC1,-10.22657764,2.46035504,24
*OC(=O)c1ccc(cc1)C(=O)NCCNC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCC*,-9.819550037,-0.167613238,38
*CCOC(=O)C1CCC(C(=O)O*)CC1,-10.1803966,2.315351131,16
*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCC*,-9.01514469,-0.040058732,22
*OC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)OCCCCCC*,-9.695133262,1.776199445,34
*CCCCCCOC(=O)CCCCCCCC(=O)O*,-10.170196,2.527599869,21
*CCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,-9.01805128,-0.044912584,26
*CC(C)(C)COC(=O)CCC(=O)O*,-10.39449941,2.268205553,15
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)CCCCC(=O)*)(C)C,-8.189320445,1.519304677,27
*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-8.923720691,-0.376881594,24
*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-8.962337458,-0.383725455,23
*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-8.960446806,-0.380184021,22
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-8.897389832,-0.348490865,21
*CCCCNC(=O)CCCCC(=O)N*,-9.404649157,2.626332759,16
*NC(=O)CCCCC*,-9.67453851,2.615088761,10
*NC(=O)CCCCC(=O)NCCCCCC*,-9.53230717,2.495673972,18
*NC(=O)CCCCCCCCC(=O)NCCCCCC*,-9.367625182,2.5792359,22
*CCCCCCC(=O)N*,-9.678706359,2.608362492,11
*NC(=O)CCCCCCC*,-9.680520817,2.604672327,12
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,-7.464878994,-5.996818221,24
*CCCCCCCCC(=O)N*,-9.678782236,2.602603364,13
*CCCCCCCCCC(=O)N*,-9.683847731,2.601111601,14
*NC(=O)CCCCCCCCCC*,-9.673663929,2.612193976,15
*CCCCCCCCCCCC(=O)N*,-9.678360273,2.606036824,16
*CCCCCCCCCCCCC(=O)N*,-9.672534513,2.613592297,17
*NC(=O)c1ccc(cc1)CC(=O)NCCCCCC*,-9.26369688,0.771063458,21
*NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,-8.093918332,0.335345469,26
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,-9.594704387,0.616944118,20
*NC(=O)c1ccc(cc1)CC(=O)NCCC*,-9.268963239,0.805330189,18
*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,-9.124707314,1.121530982,22
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,-9.311733129,1.371227914,20
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,-8.598231297,0.148476828,20
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,-8.185376719,0.095953883,26
*NC(=O)c1ccc(cc1)C(=O)NCCCCCC*,-9.578360984,0.335603938,20
*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,-9.581117646,0.339575016,23
*S(=O)(=O)c1ccc(cc1)NC(=O)CCCCC(=O)Nc1ccc(cc1)*,-8.600192877,0.51034335,27
*NC(=O)C*,-9.663639917,2.554522439,6
*NC(CCC(=O)OC)C(*)=O,-9.428620249,1.682821552,12
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,-8.886014518,1.727644199,20
*CCCC(=O)N*,-9.678817801,2.599752461,8
*CCCCNC(=O)CCCCCCC(=O)N*,-9.431398139,2.574221941,18
*CCCCNC(=O)CCCCCCCCC(=O)N*,-9.422603616,2.558549464,20
*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,-9.377380025,2.449848666,23
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,-8.955810616,1.93774131,30
*NC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)NCCCCCC*,-8.881350476,0.228612995,26
*NC(=O)c1ccc(cc1)C(c1ccc(cc1)C(=O)NCCCCCC*)(C)C,-9.067514394,0.834519138,29
*CCCCCCCCCCC(=O)N(*)C,-9.55301236,2.621389735,16
*N(C(=O)CCCCC(=O)NCCCCCC*)C,-7.594675911,-5.522179378,19
*N(C(=O)CCCCC(=O)N(CCCCCC*)C)C,-9.133731738,2.497837424,20
*N1C(CCC1)C(=O)*,-9.397726596,1.393559646,9
*NC(C(=O)*)CCC(=O)OCc1ccccc1,-9.397963167,1.468158856,18
*NC(C(=O)*)C,-9.401506293,1.567733295,7
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCCCC(*)=O)CC2)CC1,-9.138081807,1.759867849,33
*NC(CCC(=O)OCCCCC)C(*)=O,-9.432867758,1.67784626,16
*NC(CCC(=O)OCCCCCC)C(*)=O,-9.499139649,1.573256409,17
*NC(CCC(=O)OCC)C(*)=O,-9.419697073,1.68998195,13
*NC(CCC(=O)OCCC)C(*)=O,-9.430267504,1.679965346,14
*N(C(=O)c1ccc(cc1)C(=O)N(CCCC*)C)C,-9.255838358,0.580744816,20
*CCCCCCNC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)N*)cc32)cc1,-9.133643696,0.877497862,32
*OC(=O)NCCCCC*,-9.696999834,2.77707045,11
*OC(=O)NCCCCCCNC(=O)OCCCC*,-9.588851397,1.836330303,20
*OC(=O)NCC(C(C(C(CNC(=O)OCCCC*)(F)F)(F)F)(F)F)(F)F,-10.34118009,1.94494059,28
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCCCCCC*,-8.21623837,1.580518925,29
*OC(=O)Nc1ccc(cc1)Cc1ccc(cc1)NC(=O)OCc1cc(ccc1)C*,-8.222702103,1.576981173,31
*OC(=O)Nc1ccc(cc1)NC(=O)OCC*,-8.084824202,1.688746397,18
*OC(=O)Nc1cc(ccc1)NC(=O)OCC*,-8.403788754,1.68822905,18
*OC(=O)Nc1ccc(cc1)NC(=O)OCCCCCC*,-8.087839268,1.683945107,22
*OC(=O)Nc1ccc(cc1)c1ccc(cc1)NC(=O)OCC*,-7.910118484,1.115132012,24
*OC(=O)Nc1c2c(ccc1)c(ccc2)NC(=O)OCC*,-7.881642583,0.588244209,22
*NC(=O)NCCCCCC*,-9.536124257,2.347435057,12
*NC(=O)NCc1ccc(cc1)CNC(=O)NCCCCCC*,-8.858607033,1.723317137,24
*NC(=O)NCCCCCCNC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,-8.087047416,1.753231298,29
*NC(=O)Nc1ccc(cc1)Cc1ccc(cc1)*,-8.168784186,1.751502492,19
*C(CCCCNC(=O)NCCCCCCNC(=O)N*)C(=O)OC,-9.326412378,2.469229721,25
*c1ccc(Oc2ccc(N3C(=O)c4cc5C(=O)N(*)C(=O)c5cc4C3=O)cc2)cc1,-8.560523724,-1.326073128,31
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)cc2)cc1,-8.547512675,-1.300732387,38
*C(=O)Oc1ccc(OC(=O)c2ccc3c(c2)C(=O)N(c2ccc(Oc4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc2)C3=O)cc1,-8.349674133,-0.788239414,49
*c1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)cc1,-8.279557813,-1.351234199,31
*n1c(=O)c2cc3c(cc2c1=O)c(=O)n(c3=O)CCCCCCCCC*,-10.27658598,-1.274638199,27
*c1ccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.433747973,-0.616026454,38
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(F)(F)C(F)(F)C(*)(F)F)cc5C4=O)cc3)cc1)C2=O,-8.637883028,-0.595092484,46
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2ccc(cc2)N2C(=O)c3c(C2=O)cc(cc3)C(C(C(*)(F)F)(F)F)(F)F)cc1,-8.398226332,-0.706105182,46
*c1ccc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,-8.879379867,-1.279967322,33
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(C)c2)cc1C,-8.637892094,-1.29769575,32
*c1ccc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)c(OC)c2)cc1OC,-8.420566447,-1.168018352,34
*c1cccc(N2C(=O)c3cc4C(=O)N(*)C(=O)c4cc3C2=O)c1,-9.280570524,-1.339438628,24
*c1ccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1,-9.362286081,-1.30712918,25
*c1cccc(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c1C,-9.362522604,-1.307227609,25
*c1c(C)c(C)c(-n2c(=O)c3cc4c(=O)n(*)c(=O)c4cc3c2=O)c(C)c1C,-8.748963652,-1.261083133,28
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5cc6C(=O)N(*)C(=O)c6cc5C4=O)cc3)c2)cc1,-8.472053674,-1.328583224,38
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,-8.140887964,-1.336668303,44
*c1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)c4)cc3)cc2)c1,-8.826845092,-1.510733918,47
*c1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6cc7C(=O)N(*)C(=O)c7cc6C5=O)cc4)cc3)cc2)cc1,-8.347253158,-1.287701917,47
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.431723255,-0.865257212,37
