smiles,qm_homo_monomer,qm_lumo_monomer,atom_count
*c1ccc(Oc2ccc(N3C(=O)c4ccc(-c5cccc6c5C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.353255092,-0.667736986,37
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)Sc2ccc(cc2)*)cc1,-8.166579242,-0.894054801,37
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.757433602,-0.85156332,37
*c1ccc2c(c1)Cc1cc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)ccc1-2,-8.203545949,-0.856970908,37
*N1C(=O)c2c(C1=O)cc(cc2)c1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,-8.518180993,-0.873109644,36
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,-9.07198602,-0.866962757,30
*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,-9.07126197,-0.867405902,30
*c1ccc(C)c(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,-9.190713063,-0.842717964,31
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c(C)c1,-9.189483692,-0.841316582,31
*c1cccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1C,-9.189502489,-0.841332507,31
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,-8.542066168,-0.837811664,38
*c1ccc(-c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(OC)c2)cc1OC,-8.329095325,-0.747221878,40
*c1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,-8.234877879,-0.87656714,42
*c1cccc2c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cccc12,-8.547444029,-0.814609295,34
*c1ccc(Cc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)c(C)c2)cc1C,-8.827829153,-0.821844664,39
*c1ccc(N2C(=O)c3ccc(-c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)nc1,-9.384326144,-0.819095808,30
*c1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(*)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,-8.066896823,-0.867890516,50
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)CCCCCC*)cc1,-9.3435001,-0.535928612,31
*c1ccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,-9.044807821,-0.529725575,31
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)c2ccc(cc2)*)cc1,-8.515144097,-0.626496978,37
*c1cccc(Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,-8.448449264,-0.618504313,38
*c1ccc(Oc2cccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)c2)cc1,-8.346269579,-0.702043401,45
*c1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5C4=O)cc3)cc2)cc1,-8.331138638,-0.602968093,45
*c1cccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c1,-8.490688168,-0.765629348,46
*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(*)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)cc1,-8.494736203,-0.76227754,46
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)C(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,-9.206629038,-0.946066945,40
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)NC(=O)c2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,-8.535695771,-1.13219964,41
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)Nc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,-8.353520182,-1.022108512,41
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C(=O)Nc3cccc(N4C(=O)c5ccc(*)cc5C4=O)c3)cc1)C2=O,-8.520736551,-1.049599345,41
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(C(=O)N(C)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c1)C2=O,-8.646873762,-0.922790578,42
*c1cccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,-9.208524976,-1.171606206,32
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(C)c(N3C(=O)c4ccc(*)cc4C3=O)c1)C2=O,-8.938220765,-0.938533918,33
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1)C2=O,-8.932964682,-0.906629128,33
*C(=O)c1ccc2c(c1)C(=O)N(c1cccc(N3C(=O)c4ccc(*)cc4C3=O)c1C)C2=O,-9.246714854,-0.914595049,33
*C(=O)c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(*)cc4C3=O)c(C)c1C)C2=O,-8.775462311,-0.894001341,36
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,-8.581173583,-0.921962526,40
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(OC)c3)cc1OC)C2=O,-8.373818054,-0.738568998,42
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(-c4ccc(N5C(=O)c6ccc(*)cc6C5=O)cc4)cc3)cc1)C2=O,-8.203739262,-0.966259721,44
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc3c(c1)Cc1cc(N4C(=O)c5ccc(*)cc5C4=O)ccc1-3)C2=O,-8.128158476,-0.939115942,39
*c1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.489282493,-1.138534967,39
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Sc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,-8.130574467,-0.966411417,39
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,-8.684402065,-0.92682649,39
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(*)cc5C4=O)c(C)c3)cc1C)C2=O,-8.853487717,-0.892913476,41
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(N3C(=O)c4ccc(*)cc4C3=O)nc1)C2=O,-10.09100559,-1.036155025,32
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(-c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,-8.422059738,-0.96068797,38
*c1ccc(N2C(=O)c3ccc(C(=O)c4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)cc1,-9.183645011,-1.143201702,32
*c1cc2c(C(=O)N(C2=O)c2cc(ccc2)OCCOCCOc2cc(ccc2)N2C(=O)c3c(C2=O)cc(cc3)C(=O)*)cc1,-8.555135029,-0.947132731,45
*c1cccc(N2C(=O)c3ccc(Oc4ccc(C(C)(C)c5ccc(Oc6ccc7c(c6)C(=O)N(*)C7=O)cc5)cc4)cc3C2=O)c1,-8.806555218,-0.213864008,47
*N1C(=O)c2c(C1=O)cc(cc2)Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1cc2c(C(=O)N(C2=O)c2cc(ccc2)*)cc1,-9.013862664,-0.511461041,47
*c1ccc2c(c1)C(=O)N(c1ccc(Cc3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,-8.667702173,-0.601117296,46
*c1ccc2c(c1)C(=O)N(c1ccc(C(C)(C)c3ccc(N4C(=O)c5ccc(C(*)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc1)C2=O,-8.593604331,-0.584513671,48
*C(=O)NCCNC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,-8.853878795,-0.283208669,27
*c1cc2c(C(=O)N(C2=O)c2ccc(cc2)C(=O)NCCCCCCNC(=O)*)cc1,-9.057035513,-0.430275801,31
*C(=O)Nc1ccc(Cc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)cc1,-8.185788652,-0.49504693,38
*C(=O)NC1CCC(CC2CCC(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)CC2)CC1,-9.068543887,-0.437925521,38
*c1cccc(N2C(=O)c3ccc(Oc4ccc5c(c4)C(=O)N(*)C5=O)cc3C2=O)c1,-9.03395616,-0.527392981,31
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Cc2ccc(cc2)*)cc1,-8.753798825,-0.601921445,38
*c1cccc(Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)c1,-8.450000578,-0.86631032,37
*C(=O)Nc1ccccc1NC(=O)c1ccc(N2C(=O)c3ccc(*)cc3C2=O)cc1,-8.548852658,-0.561472699,31
*C(=O)Nc1cccc(NC(=O)/C=C/c2cccc(N3C(=O)c4ccc(*)cc4C3=O)c2)c1,-8.293906218,-0.531820279,33
*C(=O)Nc1cccc(/C=C/C(=O)/C=C/c2cccc(NC(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)c2)c1,-8.51886232,-0.590771128,43
*c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5ccc(C(C)(C)CCCCC(*)(C)C)cc5C4=O)cc3)cc1)C2=O,-8.229014176,-0.287412955,47
*c1ccc(Oc2cccc3c(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cccc23)cc1,-8.080625809,-1.288878943,42
*N1C(=O)c2c(C1=O)cc(cc2)Oc1cc2c(C(=O)N(C2=O)c2ccc(cc2)Oc2c3c(ccc2)c(ccc3)Oc2ccc(cc2)*)cc1,-8.024337398,-0.669708743,49
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cccc4c(Oc5ccc(N6C(=O)c7ccc(*)cc7C6=O)cc5)cccc34)cc1)C2=O,-8.016396764,-0.848107176,50
*c1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(*)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,-9.183133805,-0.767943139,39
*c1ccc2c(c1)C(=O)N(c1c(C)cc(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c1C)C2=O,-9.031791508,-0.570523685,42
*c1ccc2c(c1)C(=O)N(c1c(C)c(C)c(N3C(=O)c4ccc(C(*)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1C)C2=O,-8.761275788,-0.57212854,43
*c1ccc(Oc2cc3ccccc3cc2Oc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.247939732,-0.871963236,48
*c1ccc(Oc2cc3ccccc3cc2Oc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(*)C6=O)cc4C3=O)cc2)cc1,-8.245974399,-0.529692283,49
*C(=O)c1ccc2c(c1)C(=O)N(c1ccc(Oc3cc4ccccc4cc3Oc3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc1)C2=O,-8.356323009,-0.961834522,50
*c1ccc(C(c2ccccc2)(c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)C(F)(F)F)cc1,-9.1700851,-1.374434215,41
*c1ccc(N2C(=O)c3ccc(-c4cccc5c4C(=O)N(*)C5=O)cc3C2=O)cc1,-8.959859609,-0.665683144,30
*CC1(C)CC(*)(C)C(=O)OC1=O,-10.48413097,1.40948717,13
*OC(=O)OCCCCCC*,-10.86764459,2.434877515,12
*OC(=O)OCC(C(C(C(C*)(F)F)(F)F)(F)F)(F)F,-11.49527457,2.290257882,20
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C)C,-8.352521926,1.562814499,21
*Oc1ccc(C(C)(CCC)c2ccc(OC(*)=O)cc2)cc1,-8.332481541,1.543513094,23
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C)c2)cc1C,-8.201946331,1.666276856,23
*Oc1c(Cl)cc(C(C)(C)c2cc(Cl)c(OC(*)=O)c(Cl)c2)cc1Cl,-8.954855936,0.774417587,25
*Oc1c(Br)cc(C(C)(C)c2cc(Br)c(OC(*)=O)c(Br)c2)cc1Br,-8.841146151,0.774076631,25
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(*)=O)cc2)cc1,-8.431132404,1.303349702,26
*Oc1ccc(C(CCC)(CCC)c2ccc(OC(*)=O)cc2)cc1,-8.322393525,1.595852155,25
*Oc1ccc(cc1)C1(CCCC1)c1ccc(cc1)OC(=O)*,-8.322513365,1.580294006,23
*Oc1ccc(C2(c3ccc(OC(*)=O)cc3)CCCCC2)cc1,-8.259314209,1.541963379,24
*Oc1ccc(C2(c3ccc(OC(*)=O)c(C)c3)CCCCC2)cc1C,-8.216734113,1.703134278,26
*Oc1ccc(cc1)C1(c2ccccc2c2ccccc12)c1ccc(cc1)OC(=O)*,-8.210881819,0.856360468,31
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(c1ccccc1)c1ccccc1,-8.374869821,1.194914499,31
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(C(F)(F)F)C(F)(F)F,-8.883901515,1.156658145,27
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)*)(c1ccccc1)C#N,-8.764919865,0.928405517,27
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(*)=O)c(C)c2)cc1C,-8.085835269,1.829292735,25
*Oc1c(cc(cc1)C(c1ccc(cc1)C(c1cc(c(cc1)OC(=O)*)C)(C)C)(C)C)C,-8.1429668,1.632860591,32
*Oc1cc(ccc1)CCCCCCCCCCc1cc(ccc1)OC(=O)*,-8.406917913,1.539213828,28
*Oc1ccc(C(C)(C)c2ccc(OC(*)=O)c(C(C)C)c2)cc1C(C)C,-8.216388376,1.578127334,27
*Oc1ccc(cc1)C(=O)CCCCCCCCC(=O)c1ccc(cc1)OC(=O)*,-8.757447941,0.551348596,30
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)*,-9.177375527,0.413178399,21
*OC(=O)OCc1ccc(cc1)C*,-9.118748627,1.600557099,14
*Oc1ccc(C(=C(Cl)Cl)c2ccc(OC(*)=O)cc2)cc1,-8.335425177,0.718664732,22
*Oc1ccc(cc1)OC(=O)Oc1ccc(cc1)c1ccc(cc1)OC(=O)*,-8.5716149,0.886740614,28
*Oc1cc2c(cc1)ccc(c2)OC(=O)Oc1ccc(cc1)OC(=O)*,-8.266865036,0.684873023,26
*Oc1c2c(ccc1)c(ccc2)OC(=O)Oc1ccc(cc1)OC(=O)*,-8.088968636,0.776098493,26
*c1ccc(-c2nc3cc(-c4ccc5nc(-c6ccccc6)c(*)nc5c4)ccc3nc2-c2ccccc2)cc1,-8.277859327,-0.458263191,40
*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)cc1,-8.377749326,-0.411538389,40
*c1cccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccccc6)nc5c4)ccc3nc2-c2ccccc2)c1,-8.377591354,-0.411842825,40
*c1ccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccc7ccccc7c6)nc5c4)ccc3nc2-c2ccc3ccccc3c2)cc1,-8.092106765,-0.446476581,48
*c1cccc(-c2nc3cc(-c4ccc5nc(*)c(-c6ccc7ccccc7c6)nc5c4)ccc3nc2-c2ccc3ccccc3c2)c1,-8.094885441,-0.445916684,48
*N=P(*)(OCC(F)(F)F)OCC(F)(F)F,-9.250565952,1.875216142,16
*Oc1ccc(C(=O)c2ccc(*)cc2)cc1,-8.83740931,0.365563259,17
*CCCCCCS(*)(=O)=O,-10.79568755,2.160671754,11
*OS(=O)(=O)c1ccc(*)cc1,-10.21912984,0.566773486,12
*CCc1ccc(*)c(C)c1,-8.837967023,1.989181926,11
*CCc1cc(C)c(*)cc1C,-8.546187763,2.129191733,12
*CCc1ccc(*)c(Cl)c1,-9.1462215,1.576037683,11
*c1ccc(C(Cl)(Cl)C(*)Cl)cc1,-9.671943242,0.751098868,13
*C1CCC(*)C1,-11.13826483,2.83543397,7
*C1C2CC(C)C(C2)C1*,-10.42149102,2.798230293,10
*C1CC2CC1C(*)C2CCCC,-10.31734584,2.768066511,13
*C1CC2CC1C(*)C2CCCCCC,-10.18601273,2.807797901,15
*CC(*)(C)c1ccc2ccccc2c1,-8.172071386,0.896555184,15
*CCC(c1ccccc1)C(*)c1ccccc1,-8.932995565,1.829045068,18
*/C(Cl)=C(/*)c1ccccc1,-8.652450523,0.682460075,11
*/C=C(/*)c1ccc(C#C)cc1,-8.416511811,0.405327145,12
*/C=C(/*)c1cccc(C#C)c1,-8.655754256,0.730294738,12
*/C=C/C(C(=O)OCc1ccc(Cl)cc1)C(*)C(=O)OCc1ccc(Cl)cc1,-8.875712984,1.468661749,28
*/C=C(/*)c1ccc(-c2ccc(C#C)cc2)cc1,-8.132992501,0.204040811,18
*CC(*)C(=O)OCC(C)O,-10.33153086,2.491216627,11
*CC(*)(CC(=O)OCCCCCCCC)C(=O)OCCCCCCCC,-10.12987927,2.181721491,27
*CC(*)(CC(=O)OCCCCCCCCC)C(=O)OCCCCCCCCC,-10.085364,2.085959252,29
*CC(*)C(=O)n1c2ccccc2c2ccccc21,-8.427334997,0.750860519,19
*CC(*)C(=O)OC(OCC)C(F)(F)F,-10.67840351,2.104139967,15
*CC(*)(C)C(=O)OC(OCC)C(F)(F)F,-10.5894133,1.988669013,16
*CC(*)(CC(=O)Oc1ccc(OCCCCCCC)cc1)C(=O)Oc1ccc(OCCCCCCC)cc1,-8.393015987,1.602953921,39
*CC(*)(C)C(=O)Oc1c(C)cccc1C,-9.035947938,1.986005326,16
*CC(*)(C)C(=O)OCCCCCCN(C)c1ccc(/N=N/c2ccc(S(C)(=O)=O)cc2)cc1,-7.602516898,-0.419212138,34
*C([2H])([2H])C(*)(C(=O)OC([2H])([2H])[2H])C([2H])([2H])[2H],-10.24755276,2.53475948,17
*C(*)C(=O)OC(C)C,-10.24517051,2.698004015,9
*CC(*)(C)C(=O)Oc1c(C(C)C)cccc1C(C)C,-8.981933807,1.896007949,20
*CC(*)(C)C(=O)OCC(=O)c1ccccc1,-9.567136018,0.534265058,17
*CC(*)(C)C(=O)OCc1ccc(Cl)c(Cl)c1,-9.362904047,0.998718557,17
*CC(*)(C)C(=O)OCc1cccc(Cl)c1,-9.300889835,1.264625506,16
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1,-9.262353582,1.282491938,16
*CC(*)(C)C(=O)OCc1cccc(Cl)c1Cl,-9.389821445,1.026576274,17
*CC(*)(C)C(=O)OCc1ccc(Cl)cc1Cl,-9.433272503,0.993022743,17
*CC(*)(C)C(=O)OCc1cc(Cl)ccc1Cl,-9.228797537,1.151477677,17
*CC(*)(C)C(=O)OCc1c(Cl)cccc1Cl,-9.541534075,0.919228674,17
*CC(*)(C)C(=O)OCc1cc(Cl)cc(Cl)c1,-9.463857626,0.936741498,17
*/C=C(/*)C(C)(C)C,-9.656746123,2.693859767,8
*C1C(*)C2CC1C1C=CCC12,-9.008534986,2.688645173,12
*/C(C)=C(/*)C(C)C,-9.17914197,2.749511016,8
*OC1C(CO)OC(*)C(O)C1O,-9.980490875,2.493942608,13
*Oc1cc(C)c(*)c(C)c1Br,-8.565031394,1.695254606,12
*CCC(C)CO*,-10.07876287,2.729898592,8
*Oc1ccc2[nH]c(-c3ccc4c(c3)-c3cc(-c5nc6cc(*)ccc6[nH]5)ccc3S4(=O)=O)nc2c1,-8.327361936,-0.59733122,36
*C1Oc2ccccc2C1*,-8.256903449,1.830350406,11
*Oc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc(*)ccc7[nH]6)cc5c4c3)nc2c1,-7.757129643,0.366610337,34
*OC(F)(F)C(F)(F)C(*)(F)F,-12.37659113,2.205487179,12
*c1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(C5(*)OC(=O)c6ccccc65)cc4)cc3)cc2)cc1,-8.761882931,0.37986542,40
*Oc1cccc(Oc2cccc(*)c2)c1C#N,-8.879671977,0.444461161,18
*Oc1ccc(NC(=O)c2ccc(C(c3ccc(C(=O)O)c(C(=O)Nc4cc(*)ccc4N)c3)(C(F)(F)F)C(F)(F)F)cc2C(=O)O)c(N)c1,-8.051273032,-0.017841386,50
*c1ccc2c(c1)-c1nc3cc(Oc4ccc5c(c4)nc4n5C(=O)c5cc(C(*)(C(F)(F)F)C(F)(F)F)ccc5-4)ccc3n1C2=O,-8.316234856,-0.765583886,46
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3[N+](=O)[O-])cc2)cc1,-8.858477722,-0.354441859,37
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(C)(C)c4ccc(*)cc4)cc3)c([N+](=O)[O-])c2)cc1[N+](=O)[O-],-8.803477983,-1.154776475,40
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(c4cc(C)c(*)c(C)c4)(C(F)(F)F)C(F)(F)F)cc3C)cc2)cc1,-8.940063425,0.698609182,44
*CC(=C)COCC(=C)COC(=O)O*,-9.786080004,2.105557361,15
*OC1C(COC(C)=O)OC(*)C(OC(C)=O)C1OC(C)=O,-9.785172765,2.173103724,22
*Oc1ccc(SC(=O)Sc2ccc(*)cc2)cc1,-8.69119372,1.027159497,19
*Oc1ccc(SC(=O)Oc2ccc(C(C)(C)c3ccc(OC(=O)Sc4ccc(*)cc4)cc3)cc2)cc1,-8.729754585,1.265855463,38
*OC1C(CO)OC(*)C(N)C1O,-9.349288075,2.316450329,13
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(Br)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,-9.246451607,-0.546389647,42
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(I)cc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,-8.932496981,-0.323990069,42
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cc(C(=O)c5ccc(*)cc5)cc(C(C)(C)C)c4)cc3)cc2)cc1,-9.050861578,-0.148471985,45
*Oc1ccc(C(c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)(C(F)(F)F)C(F)(F)F)cc1,-8.836742688,-0.067671605,47
*Oc1ccc(C(=O)Nc2cccc(C(O)Cc3ccc(NC(=O)c4ccc(*)cc4)cc3)c2)cc1,-8.185303574,0.704708229,36
*C1(OC(C(C1(C(C(*)(F)F)(F)F)F)(F)F)(F)F)F,-12.40408368,1.904667392,19
*Oc1ccc(Oc2ccc(C(=O)c3ccc(C(=O)c4ccc(*)cc4)c4ccccc34)cc2)cc1,-8.46560824,-0.189722042,36
*Oc1ccc2c(c1)nc1n2C(=O)c2ccc(-c3ccc4c(c3)C(=O)n3c-4nc4ccc(*)cc43)cc2-1,-8.278640738,-0.965245735,37
*Oc1ccc2c(c1)nc1c3cc4c(=O)n5c6cc(*)ccc6nc5c4cc3c(=O)n21,-8.324767472,-1.644484121,31
*c1ccc2c(c1)-c1nc3cc(Oc4ccc5nc6n(c5c4)C(=O)c4cc(C(*)(C(F)(F)F)C(F)(F)F)ccc4-6)ccc3n1C2=O,-8.297291307,-0.729789472,46
*c1ccc(*)s1,-9.064313615,1.758329024,7
*c1ccc2c(c1)-c1cc(-c3nc4cc(-c5ccc6[nH]c(*)nc6c5)ccc4[nH]3)ccc1S2(=O)=O,-8.06811301,-0.359353255,35
*Cc1ccc2[nH]c(-c3ccc4c(c3)-c3cc(-c5nc6cc(*)ccc6[nH]5)ccc3S4(=O)=O)nc2c1,-8.362406483,-0.584707789,36
*c1ccc2sc3ccc(-c4nc5cc(-c6ccc7[nH]c(*)nc7c6)ccc5[nH]4)cc3c2c1,-7.746838144,0.567222096,33
*Cc1ccc2[nH]c(-c3ccc4sc5ccc(-c6nc7cc(*)ccc7[nH]6)cc5c4c3)nc2c1,-7.853890653,0.402179943,34
*c1cc(CCCC)c(*)s1,-8.832348257,1.814915056,11
*Oc1ccc(C(C)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,-8.402787294,0.007565383,34
*Oc1ccc(C(c2ccccc2)(c2ccccc2)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc2)cc1,-8.358610469,-0.011201718,39
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(=O)c4ccc(C(*)=O)cc4)cc3)cc2)cc1,-8.358323939,-0.726130723,37
*CCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,-9.914341122,0.305609642,22
*c1cc(Br)c(OC(=O)c2ccc(C(=O)Oc3c(Br)cc(C4(*)OC(=O)c5ccccc54)cc3Br)cc2)c(Br)c1,-9.42837851,-0.355541558,40
*CCCCCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(C)CCCCCC(=O)O*)cc2)cc1,-7.863313826,-0.629609658,35
*CCCS(=O)(=O)c1ccc(/N=N/c2ccc(N(CCCC)CC(=O)O*)cc2)cc1,-8.411212687,-0.762989572,31
*Oc1ccc(OC(=O)c2cc(OCCCCCCCCCCCC)c(C(*)=O)cc2OCCCCCCCCCCCC)cc1,-8.369428964,-0.239020788,46
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)cc21,-8.290708822,-0.408141545,35
*Oc1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc(OC(=O)c3cccc(C(*)=O)c3)cc21,-8.342960242,-0.011184327,35
*CCOC(=O)NCC1(C)CC(NC(=O)O*)CC(C)(C)C1,-9.545848292,2.610375652,22
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccccc3/C=C/c3ccc(/C=C/c4ccccc4C(*)=O)cc3)cc2)cc1,-7.829114378,-0.612018967,45
