smiles,BM,SA,SC,atom_count
*C(C*)OC(=O)CCCC1CCCCC1,3579861629.0,3.889993085,2.616901214,16
*C(C*)OC(=O)c1ccc(cc1)OCC,2663584164.0,3.517632665,2.547613731,16
*C(C*)OC(=O)c1ccc(cc1)CC,2258854439.0,3.633914239,2.52969193,15
*C(C*)OC(=O)C(C(C(F)(F)F)(F)F)(F)F,2192966566.0,4.617289353,2.188736479,17
*C(C*)OC(=O)C1(C(C(C(C(C1(F)F)(F)F)(F)F)(F)F)(F)F)F,2315560809.0,5.184743567,2.382470668,24
*C(C*)NC(=O)OC(C)(C)C,2082257430.0,4.469647709,1.756096196,12
*C(C*)OC(=O)C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2822663229.0,4.241333693,2.336462478,35
*C(C*)OC(=O)C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F,2343945316.0,4.40065683,2.336462478,23
*C(C*)OC(=O)C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,2449259293.0,4.33189942,2.336462478,29
*C(C*)OC(=O)C(C(F)(F)F)(F)F,2340978991.0,4.879042933,2.291239773,14
*C(C*)OC(=O)C(C(C(C(F)(F)F)(F)F)(F)F)(F)F,1910394908.0,4.47567752,2.332636574,20
*C(C*)OC(=O)c1ccncc1,3335203934.0,4.109865898,2.258440705,13
*C(C*)OC(=O)c1ccc(cc1)C(C)C,2177906226.0,3.631763174,2.390457697,16
*C(C*)OC(=O)C(C(C)C)(C(C)C)C,2296373266.0,4.947709786,2.340061748,15
*C(C*)OC(=O)c1c(cccc1)OC,3178415039.0,3.656351762,2.369076168,15
*C(C*)OC(=O)c1cc(ccc1)OC,3015440701.0,3.649864332,2.206905911,15
*C(C*)OC(=O)c1ccc(cc1)OC,2821725416.0,3.560928122,2.225720157,15
*C(C*)OC(=O)c1c(cccc1)C,3402628031.0,3.798566248,2.237447447,14
*C(C*)OC(=O)c1cc(ccc1)C,3255741143.0,3.793443171,2.155090052,14
*C(C*)OC(=O)c1ccc(cc1)C,2364609877.0,3.69307313,2.17194137,14
*C(C*)OC(=O)CC(c1ccccc1)(C)C,3212880326.0,3.931917144,2.642100113,17
*C(C*)OC(=O)C(CCC)(C)C,2375116983.0,4.748450513,2.86439284,13
*C(C*)OC(=O)C(C(CC)(C)C)(C)C,2500599630.0,4.934350119,2.797336726,15
*C(C*)OC(=O)C(C(C(C)C)C)(C)C,2229625258.0,5.131941343,2.660376799,15
*C(C*)OC(=O)C(CC(C)(C)C)(C)C,2719098223.0,4.609496897,2.354629982,15
*C(C*)OC(=O)c1cnccc1,3339923300.0,4.098504359,2.258963286,13
*C(C*)OC(=O)c1cc(ccc1)[N+](=O)[O-],3779421400.0,3.78801219,2.241143895,16
*C(C*)OC(=O)CCCCCCC,2375828080.0,3.959061389,2.545197208,14
*C(C*)OC(C(F)(F)F)(C(F)(F)F)F,2242950729.0,4.963874651,2.240680462,15
*C(C*)OC(=O)CCl,2990312423.0,5.576874222,1.93936562,9
*C(C*)C1=CC=CS1,2802018858.0,4.94299754,2.160740777,9
*C(C*)OCCCl,3180260915.0,6.005327885,2.225075117,8
*C(C*)OCCOC,2812656541.0,5.180525309,2.281234034,9
*C(C*)OCC(F)(F)F,2395830512.0,5.348537976,2.348216352,10
*C(C*)(CC(=O)OCCCCCCC)C(=O)OCCCCCCC,2389731618.0,3.623210494,2.907005616,25
*C(C*)OC(=O)C1CCCC1,2643711680.0,4.318345332,1.998059804,12
*C(C*)OC(=O)C1(CCCCC1)C,2679601379.0,4.511133049,2.300227425,14
*C(C*)P(=O)(c1ccccc1)c1ccccc1,1937242209.0,3.766293158,2.094909895,18
*C(C*)P(=O)(OCC)N(C)C,2686374423.0,5.730037145,2.087773512,12
*C(C*)P(=O)(N(C)C)Oc1ccccc1,2392993688.0,4.569586492,2.213018943,16
*C(C*)c1nc(nc(n1)C)C,2783626578.0,5.033529728,2.501540349,12
*C(C*)OC(=O)CCCCCCCCC,2276551846.0,3.744948749,2.545197208,16
*C(C*)OC(=O)CCCCC,2052516830.0,4.274903286,2.417383257,12
*C1c2c(CC1*)cccc2,2112730640.0,4.635708178,2.468062865,11
*C1C(=O)OC(=O)C1C(C*)OC,3956187277.0,5.687979376,2.25919824,13
*C(C(C(C*)OC)C(=O)O)C(=O)O,5921160021.0,5.317389585,2.462643902,14
*C(=CCCC*)c1ccc(cc1)OC,2976150997.0,3.58706169,2.47027152,15
*C(=CCCC*)c1ccccc1,3277067755.0,3.801965738,2.370371669,13
*C(=CCCC*)c1ccc(cc1)Cl,3030631113.0,3.774280586,2.575535507,14
*C(C*)CNc1ccc(cc1)[N+](=O)[O-],4902329948.0,3.883303732,2.225171942,15
*C(C*)CNc1ncc(cc1)[N+](=O)[O-],4265340753.0,4.233388535,2.436172781,15
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])C,4109965495.0,3.950337414,2.573091304,16
*C(C*)CNc1cc(c(cc1)[N+](=O)[O-])C(F)(F)F,4344893393.0,3.997361553,2.891434179,19
*C(C*)CNc1c(cc(cc1)[N+](=O)[O-])[N+](=O)[O-],5322015187.0,3.930110805,2.465355325,18
*C1C(CC(C1)C*)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N,3711675480.0,4.004602305,4.135361336,36
*C1C(CC(C1)OC(=O)CCCCCCCCCCOc1ccc(cc1)c1ccc(cc1)C#N)CC*,3633355257.0,4.060285617,4.325466094,37
*C(C*)N1CNCC1,3933109464.0,5.628498463,2.987719511,9
*C(C*)OCCCCCCCCCCCCCCCCCC,2486537231.0,3.365436379,2.650368317,23
*C(C*)OC(=O)c1ccc(cc1)C#N,3269379313.0,3.838742756,2.372263796,15
*C(C*)OCC(CC(C)C)(C)C,2683206986.0,5.003400164,2.613332939,13
*C(C(*)(F)F)(OC(C(F)F)F)F,2241585534.0,5.690925259,2.5754827,13
*C(C*)C(=O)c1ccc(cc1)Br,2744868976.0,3.94936392,1.95125496,13
*C(C*)OC(=O)CC1CCCC1,2774396547.0,4.284604359,2.464452774,13
*C(C*)N1C(=O)CCC1,3120947957.0,4.96253654,2.500617729,10
*C(C*)C(=O)O,7766097863.0,6.012654259,1.712525158,7
*C(C*)C(=O)OC,3309273117.0,5.463576017,1.858321851,8
*C(C*)C(=O)OCC,2914355859.0,5.019819372,1.731992229,9
*C(C*)C(=O)OCCC,2206494604.0,4.830725692,2.153847262,10
*C(C*)C(=O)OC(C)C,2380634223.0,4.986610591,2.21771037,10
*C(C*)C(=O)OCCCC,2235726690.0,4.513030728,2.461062195,11
*C(C*)C(=O)OCC(C)C,2819254261.0,4.736644067,1.901331169,11
*C(C*)C(=O)OC(C)(C)C,2285800834.0,4.714590587,2.045417639,11
*C(C*)C(=O)OCCCCCC,2398364056.0,4.1081437,2.700456845,13
*C(C*)C(=O)OCCCCCCC,2433889487.0,3.965601875,2.700456845,14
*C(C*)C(=O)OCCCCCCCC,2337797654.0,3.848104107,2.700456845,15
*C(C*)C(=O)OCCCCCCCCCCCC,2479269925.0,3.544598749,2.700456845,19
*C(C*)C(=O)OCCCCCCCCCCCCCC,2460959896.0,3.457792845,2.700456845,21
*C(C*)C(=O)OCCCCCCCCCCCCCCCC,2408547463.0,3.398669353,2.700456845,23
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCC,2504860274.0,3.360434914,2.700456845,25
*C(C*)C(=O)OCCCCCCCCCCCCCCCCCCCCCC,2593715894.0,3.279730322,2.700456845,29
*C(C*)C(=O)OCC=C,2577645210.0,5.172193148,2.030259418,10
*C(C*)C(=O)OC1C2(CCC(C1)C2(C)C)C,2753091642.0,5.731196017,2.758872268,17
*C(C*)C(=O)OCC(F)(F)F,3166527441.0,4.840087709,2.259168589,12
*C(C*)C(=O)OCC(C(F)(F)F)(F)F,2387095450.0,4.725325587,2.362482237,15
*C(C*)C(=O)OC(C(F)(F)F)C(F)(F)F,2304416596.0,4.766390008,2.319177607,16
*C(C*)C(=O)OC(C(F)(F)F)(C(F)(F)F)F,2046884719.0,4.768050328,2.296777126,17
*C(C*)C(=O)OC(C(Cl)(F)F)(C(F)(F)F)F,1789555856.0,5.192919276,2.398826118,17
*C(C*)C(=O)OC(C(Cl)(F)F)(C(Cl)(F)F)F,2302111458.0,5.100651829,2.437617948,17
*C(C*)C(=O)OCC(C(F)C(F)(F)F)(F)F,3010873642.0,5.064550957,2.676788954,17
*C(C*)C(=O)OCC(C(C(F)(F)F)(F)F)(F)F,2279544936.0,4.543768147,2.260619059,18
*C(C*)(C(=O)OC)C,2738743229.0,5.222390519,1.954460208,9
*C(C*)(C(=O)OCC)C,2351727356.0,4.835133668,1.654836585,10
*CC(*)(C)C(=O)OCCC,2186132752.0,4.682604506,2.256957029,11
*CC(*)(C)C(=O)OC(C)C,2142592716.0,4.843529048,2.102664995,11
*C(C*)(C(=O)OCCCC)C,2090120515.0,4.404151828,2.223153367,12
*CC(*)(C)C(=O)OC(C)CC,2145882837.0,4.978370991,2.500648397,12
*CC(*)(C)C(=O)OCC(C)C,2447415565.0,4.604421555,2.351313477,12
*CC(*)(C)C(=O)OC(C)(C)C,1681763097.0,4.605592112,1.982669098,12
*CC(*)(C)C(=O)OCCCCCC,2566448000.0,4.046460164,2.451969631,14
*CC(*)(C)C(=O)OCCCCCCCC,2588451323.0,3.813968899,2.451969631,16
*CC(*)(C)C(=O)OCCCCCCCCCCCC,2167101011.0,3.540160405,2.451969631,20
*CC(*)(C)C(=O)OC1CCCCC1,2700321441.0,4.145139122,2.374137607,14
*CC(*)(C)C(=O)Oc1ccccc1,2787466475.0,3.772101875,2.067404849,14
*CC(*)(C)C(=O)OCc1ccccc1,3235861146.0,3.617015177,2.038416872,15
*CC(*)(C)C(=O)OCCBr,2716905807.0,5.110529781,2.211202496,11
*CC(*)(C)C(=O)OCc1ccccc1Cl,2976795986.0,3.742210401,2.313063453,16
*CC(*)(C)C(=O)OCCO,3743484423.0,4.846542968,2.123711376,11
*CC(*)(C)C(=O)OCCN(C)C,2647978860.0,4.48245331,2.508906369,13
*CC(*)C(N)=O,7230985891.0,6.127520323,1.988213159,7
*CC(*)C(=O)NC(C)C,2473883014.0,4.878294899,2.363715317,10
*CC(*)C(=O)OC(CC)CC,2171098467.0,4.81019699,2.38418602,12
*CC(*)C(=O)OC1CCCCC1,3097275248.0,4.215646667,2.202371784,13
*CC(*)C(=O)OCC(C)(C)C,2687750528.0,4.792507709,2.194629621,12
*CC(*)C(=O)OCCC#N,5118664504.0,4.999804203,2.107456608,11
*CC(*)C(=O)N1CCCCC1,3190480132.0,4.148969108,2.223820704,12
*CC(*)C(=O)N1CCOCC1,3566676698.0,4.309420856,2.39868076,12
*CC(*)C(=O)Oc1ccccc1,3508343325.0,3.813915898,2.183130584,13
*CC(*)C(=O)Oc1ccc(OC)cc1,2795821864.0,3.635129998,2.221102402,15
*CC(*)C(=O)Oc1ccccc1C(=O)OC,3540168395.0,3.64802584,2.36158652,17
*CC(*)C(=O)Oc1ccccc1C(=O)OCC,3241318848.0,3.564583175,2.42104397,18
*CC(*)C(=O)Oc1cccc(C(=O)OC)c1,3767843249.0,3.635793064,2.093680184,17
*CC(*)C(=O)Oc1cccc(C(=O)OCC)c1,2938132421.0,3.55590531,2.260591496,18
*CC(*)C(=O)Oc1ccc(C(=O)OC)cc1,3307421433.0,3.55077768,2.503937176,17
*CC(*)C(=O)Oc1ccc(C(=O)OCC)cc1,2970663047.0,3.476094949,2.599573121,18
*CC(*)C(=O)Oc1ccc(C(=O)OCCCC)cc1,3138008986.0,3.434725719,3.283367483,20
*CC(*)C(=O)Oc1ccc(-c2ccccc2)cc1,3635382971.0,3.221016117,3.035590574,19
*CC(*)C(=O)OCc1ccccc1,3372019776.0,3.626775373,2.045129653,14
*CC(*)C(=O)OCCc1ccccc1,3347119008.0,3.626917508,2.449288245,15
*CC(*)C(=O)Oc1cccc(N(C)C)c1,3897183839.0,3.900236877,2.955698941,16
*CC(*)C(=O)Oc1ccc(C#N)cc1,4226903663.0,3.912944633,2.529156243,15
*CC(*)C(=O)OCc1ccc(C#N)cc1,3440654345.0,3.776074274,2.32107073,16
*CC(*)C(=O)Oc1ccc(Cl)cc1Cl,3009663615.0,3.903427344,2.386188585,15
*CC(*)C(=O)Oc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,2411095349.0,4.368086724,2.173910081,18
*CC(*)C(=O)N(C)C,3108795607.0,5.309671638,1.938986852,9
*CC(*)(C)C(=O)OCCOC,2860698988.0,4.502959769,2.473601025,12
*CC(*)(C)C(=O)OCC(C)O,3761681335.0,5.09968176,2.379876468,12
*CC(*)(C)C(=O)OCCC#N,4038650157.0,4.859520563,2.166617551,12
*CC(*)(C)C(=O)OCCO[N+](=O)[O-],4223472191.0,4.692868272,2.569282744,14
*CC(*)(C)C(=O)OCCS(=O)CC,3349362503.0,5.226786938,2.440199551,14
*CC(*)(C)C(=O)Oc1ccc(CC#N)cc1,3741471528.0,3.900660957,2.77726941,17
*CC(*)(C)C(=O)Oc1ccc(C(=O)OC)cc1,3222821680.0,3.540021382,2.243027164,18
*CC(*)(CC)C(=O)OCC,2082632532.0,4.847472638,2.019434421,11
*CC(*)(CC(=O)OCC)C(=O)OCC,2648453379.0,4.232578202,1.85295291,15
*CC(*)(CC(=O)OCCCC)C(=O)OCCCC,2353997408.0,3.930038892,2.499476943,19
*CC(*)(CC(=O)OC1CCCCC1)C(=O)OC1CCCCC1,1692506996.0,3.833911483,2.773551054,23
*CC(*)(CC(=O)OCC1CCCCC1)C(=O)OCC1CCCCC1,2556878009.0,3.769655065,2.834188714,25
*CC(*)(CC(=O)OCCC1CCCCC1)C(=O)OCCC1CCCCC1,2932044006.0,3.766673588,2.883706876,27
*CC(*)(CC(=O)OCCCC1CCCCC1)C(=O)OCCCC1CCCCC1,2751209353.0,3.713901449,3.24560821,29
*CC(*)(CC(=O)Oc1ccccc1)C(=O)Oc1ccccc1,2212545850.0,3.398230536,2.25594021,23
*CC(*)(CC(=O)OCc1ccccc1)C(=O)OCc1ccccc1,2897894616.0,3.280039464,2.15499973,25
*CC(*)(CC(=O)OCCc1ccccc1)C(=O)OCCc1ccccc1,3301249202.0,3.352475786,2.521193912,27
*CC(*)(CC(=O)OCCCc1ccccc1)C(=O)OCCCc1ccccc1,3055910699.0,3.331624156,2.937571144,29
*CC(*)(C)C(=O)Oc1ccc(C#N)cc1,3094599509.0,3.877648326,2.429660644,16
*CC(*)(CC(=O)OC)C(=O)OC,2840130031.0,4.609791772,2.380296998,13
*C(*)C(=O)OCC,2236436681.0,4.275195253,1.446612923,8
*C(*)C(=O)OC,2569277514.0,4.748019062,1.63566579,7
*C(*)C(=O)OCCC,2100937306.0,4.097599914,1.859860786,9
*CC(*)(CC(=O)OCCC)C(=O)OCCC,2314726780.0,4.164554268,2.420213892,17
*CC(*)C(=O)OCCO,5094194840.0,5.007274804,2.158216817,10
*CC(*)(CCC(C)C(=O)OC)C(=O)OC,2692095553.0,4.660217305,2.895854427,16
*CC(*)C(=O)OC1CCCCCCCCCCC1,3782547181.0,4.002898675,2.202371784,19
*C(C*)Cl,3788795128.0,7.135942642,1.417108751,5
*C(C*)(F)F,3991883480.0,5.843684394,1.85435463,6
*CC(*)(Cl)Cl,4338494093.0,6.157800371,1.483602824,6
*C(F)C(*)(F)F,4341654415.0,5.82163435,1.487361632,7
*C(F)(F)C(F)(F)*,3240212268.0,4.853723249,1.24120937,8
*C(C(*)(F)F)(Cl)F,3527834289.0,5.483081989,1.334911134,8
*CCC=C(*)Cl,3114848167.0,6.208915894,1.926935727,7
*C(F)(F)C(*)(F)C(F)(F)F,1955835285.0,5.101892946,1.58212187,11
*/C(=C/CC*)C,2563058158.0,6.04486974,2.0073573,7
*CC/C=C(\*)C,2563306450.0,6.04486974,1.797224265,7
*CC/C=C(/*)Cl,3219993975.0,6.208915894,2.027229309,7
*CC/C=C(\*)Cl,3223289437.0,6.208915894,1.914663223,7
*CC(*)C=C,1791447898.0,7.034292081,1.67757494,6
*CCC=C(*)C,2580134993.0,6.04486974,1.937320885,7
*OCC*,2417919907.0,6.934138441,1.822175729,5
*OC(C*)C,2995279063.0,6.709885927,1.68301329,6
*CC(CCl)O*,3569770678.0,6.498688196,1.738271376,7
*CCCCO*,2130153504.0,5.63907136,2.66905341,7
*Oc1c(cc(cc1C)*)C,2526648597.0,4.468543042,2.459662969,11
*Oc1c(OC)cc(*)cc1OC,3045428347.0,3.920043706,1.956879941,13
*Oc1c(-c2ccccc2)cc(*)cc1-c1ccccc1,2564389667.0,2.949735928,2.954260293,21
*C(=O)OCCOC(=O)c1ccc(*)o1,3529581655.0,3.918786027,2.886619528,15
*CCOCCOC(=O)c1cccc(C(=O)O*)c1,4328883956.0,3.248863457,2.799870794,19
*CCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,4352088398.0,2.837547785,3.2427541,26
*CCCCOc1ccc(C(=O)OCCOC(=O)c2ccc(O*)cc2)cc1,4372086920.0,2.841387929,3.627154099,28
*Oc1ccc(NC(=O)c2cccc(C(=O)Nc3ccc(*)cc3)c2)cc1,4072671990.0,2.729224264,3.342915914,27
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)*,3522996881.0,3.30668958,2.388606119,18
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)Oc1ccc(cc1)C(c1ccc(cc1)*)(C)C,3416706721.0,3.035915227,3.285192529,34
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(Cc4ccc(*)cc4)cc3)cc2)cc1,3726093008.0,2.88340288,3.405904267,32
*Oc1ccc(cc1)C(c1ccc(cc1)OCC(C*)O)(C)C,3731060052.0,3.566106065,2.997097541,23
*CC1CC(*)OC(CCC)O1,2580969489.0,5.704164486,2.813359617,12
*Oc1ccc(cc1)Oc1ccc(cc1)C(=O)c1ccc(cc1)*,3532699654.0,2.861729794,2.971377658,24
*Oc1cccc(S(=O)(=O)c2ccc(*)cc2)c1,3758774452.0,3.415282195,3.207795251,18
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(c4ccc(*)cc4)(C(F)(F)F)C(F)(F)F)cc3)cc2)cc1,3214785948.0,3.260809032,3.544873635,40
*Oc1ccc(S(=O)(=O)c2ccc(Oc3c(C)cc(C(C)(C)c4cc(C)c(*)c(C)c4)cc3C)cc2)cc1,2577593403.0,3.30701363,3.80663274,38
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(-c4ccc(*)cc4)cc3)cc2)cc1,3588163806.0,2.800564558,3.205295566,31
*Oc1ccc(Oc2ccc(Oc3ccc(S(=O)(=O)c4ccc(*)cc4)cc3)cc2)cc1,3161314728.0,2.723839339,2.704192384,32
*CCOCC(=O)O*,4609262149.0,5.040476084,2.155222124,9
*CCOCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,4168748649.0,2.878038235,3.150197955,25
*Oc1ccc(S(=O)(=O)c2ccc(Oc3ccc(C(=O)c4cccc(C(=O)c5ccc(*)cc5)c4)cc3)cc2)cc1,3498355359.0,2.966076665,3.780777307,41
*CCCCCCOC(=O)Nc1ccc(C)c(NC(=O)OCCCCCCOc2ccc(-c3ccc(O*)cc3)cc2)c1,3878722335.0,3.069806397,4.178635758,43
*CS*,3476335284.0,7.725584585,1.743447602,4
*CCS*,2837736480.0,7.087585779,2.144070364,5
*CCCSS*,2734301393.0,6.155379862,2.790381754,7
*Sc1ccc(cc1)*,3552003260.0,4.842239084,1.640430364,9
*Oc1ccc(Sc2ccc(OC(*)=O)cc2)cc1,3646064449.0,3.183743815,2.511866732,19
*OC(=O)CCC(=O)OCC*,4986922017.0,4.178423292,2.352841981,12
*CCCCOC(=O)CCC(=O)O*,4019313681.0,3.85735265,2.444559822,14
*OC(=O)CCCCCCCCC(=O)OCC*,3588367146.0,3.373735426,2.666764439,18
*CCCCCCOC(=O)CCCCCCCCC(=O)O*,3668954902.0,3.188787377,2.838848148,22
*OC(=O)c1ccc(cc1)C(=O)OCC*,4133192529.0,3.242235189,2.192222352,16
*OC(=O)c1cc(ccc1)C(=O)OCC*,4181702589.0,3.341468056,2.470316474,16
*OC(=O)c1ccc(cc1)C(=O)OCCCC*,3879953975.0,3.138478195,2.791153058,18
*CCCCCCOC(=O)c1ccc(C(=O)O*)cc1,3238301005.0,3.039227334,3.033320041,20
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*)(C)C,3507051060.0,2.891741845,3.066278621,29
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)c1cc(ccc1)C(=O)*)(C)C,3466136858.0,2.943259793,3.075818323,29
*OC(=O)c1cc2c(cc1)ccc(c2)C(=O)OCC*,4168146088.0,3.151010301,2.730253109,20
*OC(=O)c1cc2c(cc1)cc(cc2)C(=O)OCC*,3783144764.0,3.117240521,2.807153714,20
*CCCCOC(=O)CCCCC(=O)O*,3890664844.0,3.587904419,2.596134369,16
*Oc1ccc(C2(c3ccc(OC(=O)c4cccc(C(*)=O)c4)cc3)c3ccccc3-c3ccccc32)cc1,3043238205.0,3.037454116,3.823380504,39
*CCOC(=O)c1cccc2c(C(=O)O*)cccc12,4656445683.0,3.168399587,2.563259332,20
*CCOC(=O)c1ccc(C(=O)O*)c2ccccc12,4433086588.0,3.173651235,2.54294213,20
*CCCCCC(=O)O*,3361584703.0,4.449125777,2.355163566,10
*CCCOC(=O)c1ccc(C(=O)O*)cc1,4339311755.0,3.190785076,2.637221462,17
*Oc1ccc(cc1)c1ccc(cc1)OC(=O)CCCCCC(=O)*,4369909795.0,2.876883739,3.277381974,25
*Oc1ccc(-c2ccc(OC(=O)CCCCCCC(*)=O)cc2)cc1,3925917907.0,2.866780009,3.277381974,26
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCC(*)=O)cc2)cc1,3984606045.0,2.860045243,3.277381974,27
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCC(*)=O)cc2)cc1,3609782640.0,2.856321006,3.277381974,28
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCC(*)=O)cc2)cc1,3593886721.0,2.855299954,3.277381974,29
*Oc1c(cc(cc1)OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)*)C,3525567446.0,2.76426665,3.447329563,27
*Oc1ccc(cc1)S(=O)(=O)c1ccc(cc1)OC(=O)c1ccc(cc1)C(=O)*,3870957741.0,2.814058084,3.530368265,29
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCC(*)=O)cc2)cc1,2857168200.0,2.856716967,3.277381974,30
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCC(*)=O)cc2)cc1,2989076255.0,2.860342079,3.277381974,31
*Oc1ccc(-c2ccc(OC(=O)CCCCCCCCCCCCC(*)=O)cc2)cc1,3237726830.0,2.865974786,3.277381974,32
*CC1CCC(COC(=O)CCC(=O)O*)CC1,3929595292.0,3.590970503,2.830753968,18
*OC(C)CC(*)=O,2902530357.0,5.857789863,2.133687566,8
*OC(C)C(*)=O,2559011352.0,5.979936612,1.929168268,7
*CC(C)(CCC)C(=O)O*,2542986985.0,5.154347913,2.70025892,11
*OC(=O)c1ccc(cc1)c1ccc(cc1)C*,3549503802.0,2.912253435,2.864676991,18
*CC1CCC(COC(=O)CCCCCCCCC(=O)O*)CC1,3743823671.0,3.251278053,3.198186193,24
*OC(=O)c1ccc(cc1)C(=O)NCCNC(=O)c1ccc(cc1)C(=O)OCCCCCCCCCC*,3924977280.0,2.87261436,3.924912951,38
*CCOC(=O)C1CCC(C(=O)O*)CC1,4336905601.0,3.702814909,2.198541328,16
*OC(=O)c1ccc(cc1)c1ccc(cc1)C(=O)OCC*,3851046061.0,2.835290603,2.917199222,22
*OC(=O)CCCCCNC(=O)CCCCC(=O)NCCCCCC(=O)OCCCCCC*,3925504351.0,3.112041669,3.561922714,34
*CCCCCCOC(=O)CCCCCCCC(=O)O*,3399000921.0,3.230493686,2.838848148,21
*CCCCCCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2)cc1,3253530141.0,2.809026579,3.530399368,26
*CC(C)(C)COC(=O)CCC(=O)O*,3821820322.0,4.020644361,2.295732528,15
*Oc1ccc(cc1)C(c1ccc(cc1)OC(=O)CCCCC(=O)*)(C)C,4268758805.0,3.077624423,2.829576512,27
*CCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,3880822902.0,3.016154071,3.355636815,24
*CCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,3832895254.0,3.040121075,3.355636815,23
*CCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,3924547121.0,3.069527327,3.105284936,22
*CCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,3975407949.0,3.095071261,3.037825852,21
*CCCCNC(=O)CCCCC(=O)N*,5258292714.0,3.481814559,2.644669949,16
*NC(=O)CCCCC*,4718982342.0,4.403105264,2.519597094,10
*NC(=O)CCCCC(=O)NCCCCCC*,4446220840.0,3.314842195,2.889918099,18
*NC(=O)CCCCCCCCC(=O)NCCCCCC*,4130526868.0,3.113497799,2.889918099,22
*CCCCCCC(=O)N*,4276059896.0,4.135697259,2.519597094,11
*NC(=O)CCCCCCC*,3932469346.0,3.921800303,2.519597094,12
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,2974084428.0,3.056244795,2.889918099,24
*CCCCCCCCC(=O)N*,3461984673.0,3.748143596,2.519597094,13
*CCCCCCCCCC(=O)N*,3792490477.0,3.605531473,2.519597094,14
*NC(=O)CCCCCCCCCC*,3499989337.0,3.487389163,2.519597094,15
*CCCCCCCCCCCC(=O)N*,3294066148.0,3.388890014,2.519597094,16
*CCCCCCCCCCCCC(=O)N*,3551872547.0,3.306409851,2.519597094,17
*NC(=O)c1ccc(cc1)CC(=O)NCCCCCC*,4408889295.0,2.99386057,3.309091557,21
*NC(=O)c1cc(ccc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,4117076696.0,2.767272941,3.605636431,26
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,4368675598.0,3.028402609,3.188192361,20
*NC(=O)c1ccc(cc1)CC(=O)NCCC*,5073582797.0,3.11351358,2.904048023,18
*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,4031688613.0,4.435689684,3.209060086,22
*Cc1cccc(CNC(=O)CCCCC(=O)N*)c1,5139044264.0,3.079213048,3.393070473,20
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)*,5053810718.0,2.915440246,2.817231962,20
*NC(=O)c1ccc(cc1)C(=O)Nc1ccc(cc1)c1ccc(cc1)*,4885434561.0,2.715349864,3.312473425,26
*NC(=O)c1ccc(cc1)C(=O)NCCCCCC*,3912692816.0,2.959789971,2.824449246,20
*CCCCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,4127442738.0,2.877959181,2.824449246,23
*S(=O)(=O)c1ccc(cc1)NC(=O)CCCCC(=O)Nc1ccc(cc1)*,4590004270.0,2.87854627,2.468715415,27
*NC(=O)C*,7351667523.0,6.046567471,1.587253429,6
*NC(CCC(=O)OC)C(*)=O,4812664259.0,4.416238181,1.79842612,12
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,4354829662.0,3.323024037,3.097533951,20
*CCCC(=O)N*,5463803474.0,5.16208855,2.169985549,8
*CCCCNC(=O)CCCCCCC(=O)N*,4645767478.0,3.314842195,2.889918099,18
*CCCCNC(=O)CCCCCCCCC(=O)N*,3865180353.0,3.196695191,2.889918099,20
*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,4032767157.0,3.08206214,2.889918099,23
